Id,Name,ProducerId,Appellation,Country,Region,WineType,PRODUCER_SALESFORCE_ID
1108,"Brut Blanc de Blancs 1er Cru ""Experience""",630,,France,Champagne,Sparkling wine,a0F1X0000005a9OUAQ
8314,Fleurie,3248,,France,Burgundy,Red wine,a0F1X0000005acSUAQ
9171,La Croix de Carbonnieux Rouge,1069,,France,Bordeaux,Red wine,a0F1X0000005aFzUAI
8827,"Meursault ""Clos de la Barre""",1124,,France,Burgundy,White wine,a0F1X0000005aRHUAY
10020,Aloxe-Corton,2171,,France,Burgundy,Red wine,a0F1X0000005aUUUAY
8828,"Meursault ""Désirée""",1124,,France,Burgundy,White wine,a0F1X0000005aRHUAY
1109,"Vintage ""Cuveé Robert Fleury""",600,,France,Champagne,Sparkling wine,a0F1X0000005aEvUAI
1110,"Riesling Trocken ""Bechtheimer""",631,,Germany,Rheinhessen,White wine,a0F1X0000005aVxUAI
1101,"Ruby Vintage Port ""Pintas""",594,,Portugal,Douro,Port,a0F1X0000005asPUAQ
9456,"Nuits-Saint-Georges 1er Cru ""Les Damodes""",3612,,France,Burgundy,Red wine,a0F1X0000005ai4UAA
9618,"Pinot Noir ""Groenlandberg""",3654,,South Africa,Western Cape,Red wine,a0F1X0000005aikUAA
9621,Saint-Joseph Blanc,3641,,France,Rhone,White wine,a0F1X0000005amOUAQ
1111,"Riesling Spätlese ""Kestener Paulinshofberg""",632,,Germany,Mosel,White wine,a0F1X0000005acsUAA
1112,"Riesling Auslese ""Projekt 156""",633,,Germany,Mosel,White wine,a0F1X0000005arrUAA
9629,"Santenay ""Vieilles Vignes""",3662,,France,Burgundy,Red wine,a0F1X0000005aSGUAY
451,"Chardonnay ""Founders' Estate""",257,,United States,California,White wine,a0F1X0000005aAmUAI
1090,"Blanc ""Quartz de Chaume""",620,,France,Loire,White wine,a0F1X0000005aRCUAY
7967,"Chateau de Cayx ""Cuvée les Aquarelles""",237,,France,South West France,Red wine,a0F1X0000005aGhUAI
8313,"Syrah ""Private Cellar""",3247,,South Africa,Western Cape,Red wine,a0F1X0000005aqnUAA
7968,"Santenay ""Cuvée S""",636,,France,Burgundy,Red wine,a0F1X0000005aQ9UAI
8312,"Blanc ""Charpindo""",3246,,France,Vin de France,White wine,a0F1X0000005aDQUAY
1089,"Riesling Spätlese ""Heerkretz""",619,,Germany,Rheinhessen,White wine,a0F1X0000005ariUAA
1095,"Riesling ""Ayler Kupp - Fass 3""",625,,Germany,Mosel,White wine,a0F1X0000005ajtUAA
1097,"Tokaji ""Kesoi Arany""",3669,,Hungary,Tokaj,Sweet wine,a0F1X0000005acnUAA
1096,"Riesling Auslese ""Kranklay""",618,,Germany,Mosel,White wine,a0F1X0000005as4UAA
1094,"Riesling Trocken ""Dürkheimer Michelsberg - Alte Reben""",624,,Germany,Pfalz,White wine,a0F1X0000005ak1UAA
1088,"Riesling Spätlese ""Kranklay""",618,,Germany,Mosel,White wine,a0F1X0000005as4UAA
965,"Ruby Vintage Port ""Quinta do Pégo""",549,,Portugal,Douro,Port,a0F1X0000005anEUAQ
9172,Saint Georges,3511,,France,Bordeaux,Red wine,a0F1X0000005aLYUAY
4668,La Roche Segur,2096,,France,Bordeaux,Red wine,a0F1X0000005aJVUAY
4669,Michel Lynch,2097,,France,Bordeaux,Red wine,a0F1X0000005ahHUAQ
9616,"Fitou ""Noblesse du Temps""",3649,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aQmUAI
10339,Saint-Pierre-Bontemps,3929,,France,Bordeaux,Red wine,a0F1X0000005aLcUAI
8843,"Palo Cortado Tradición ""Vors 30 years""",3420,,Spain,Andalucia,Sweet wine,a0F1X0000005aBiUAI
4671,Lasserre,2099,,France,Bordeaux,Red wine,a0F1X0000005aJaUAI
4679,Red Tuscan Table Wine,2106,,Italy,Tuscany,Red wine,a0F1X0000005ahiUAA
8841,"Zinfandel ""Director's Cut""",3418,,United States,California,Red wine,a0F1X0000005aXlUAI
4672,Haut Sa Greniere,2100,,France,Bordeaux,Red wine,a0F1X0000005aIWUAY
455,"Sporen ""Hugel""",261,,France,Alsace,White wine,a0F1X0000005aajUAA
4678,"Barolo ""Flori""",2105,,Italy,Piemonte,Red wine,a0F1X0000005a9iUAA
4675,Haute Faucherie,2102,,France,Bordeaux,Red wine,a0F1X0000005aIPUAY
9806,Mathilde,3740,,France,Bordeaux,Red wine,a0F1X0000005aJ1UAI
1003,Cuvée Pierre Etienne,574,,France,Loire,Sparkling wine,a0F1X0000005acGUAQ
8842,"Rioja Reserva ""Club Lealtanza""",3419,,Spain,Rioja,Red wine,a0F1X0000005aBGUAY
458,"Gewürztraminer Grand Cru ""Clos Gaensbroennel - Réserve Exceptionelle""",262,,France,Alsace,White wine,a0F1X0000005asMUAQ
4665,"Brunello di Montalcino ""Torre della Trappola""",1143,,Italy,Tuscany,Red wine,a0F1X0000005aAOUAY
9457,"Volnay ""Les Grands Poisots""",1199,,France,Burgundy,Red wine,a0F1X0000005aQCUAY
9174,Crémant,3513,,Luxembourg,Luxembourg,Sparkling wine,a0F1X0000005a8vUAA
4677,La Conquista,2104,,Australia,South Australia,Red wine,a0F1X0000005aEmUAI
4673,Morsi di Luce,3688,,Italy,Sicily,Red wine,a0F1X0000005aDBUAY
4661,Lynch Moussas,1288,,France,Bordeaux,Red wine,a0F1X0000005aKBUAY
7182,"Brut ""La Cuvée""",2549,,France,Champagne,Sparkling wine,a0F1X0000005adwUAA
456,"Riesling ""Clos Häuserer""",235,,France,Alsace,White wine,a0F1X0000005aVTUAY
457,"Riesling ""Gueberschwihr""",235,,France,Alsace,White wine,a0F1X0000005aVTUAY
4674,Barbera d'Alba,364,,Italy,Piemonte,Red wine,a0F1X0000005aklUAA
9617,"Nova Ona ""Nouvelle Vague""",3653,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aRJUAY
4682,Sopra Sasso Amarone,2109,,Italy,Veneto,Red wine,a0F1X0000005ah5UAA
4688,Amarone,2115,,Italy,Veneto,Red wine,a0F1X0000005aNdUAI
9619,"Santenay 1er Cru ""Gravières""",3655,,France,Burgundy,Red wine,a0F1X0000005aiJUAQ
4695,"Dolcetto d'Alba ""Vagnona""",2119,,Italy,Piemonte,Red wine,a0F1X0000005ahgUAA
393,Place du Theatre,212,,France,Bordeaux,Red wine,a0F1X0000005aKSUAY
10023,Fonroque,3384,,France,Bordeaux,Red wine,a0F1X0000005aHqUAI
9173,Lambrusco Grasparossa di Castelvetro Dolce,3512,,Italy,Emilia-Romagna,Sparkling wine,a0F1X0000005ah0UAA
4683,La Peyere,2110,,France,Bordeaux,Red wine,a0F1X0000005aJNUAY
10024,Dassault,3822,,France,Bordeaux,Red wine,a0F1X0000005aGaUAI
7970,"Chambertin Clos de Bèze ""Cuvée Vieilles Vignes""",978,,France,Burgundy,Red wine,a0F1X0000005aVeUAI
8844,"Vintage Blanc de Blancs ""Grand Couronnement""",1424,,France,Champagne,Sparkling wine,a0F1X0000005abLUAQ
10340,"Barolo ""Le Coste di Monforte""",3208,,Italy,Piemonte,Red wine,a0F1X0000005ajgUAA
4687,Gramet,214,,France,Bordeaux,Red wine,a0F1X0000005aI6UAI
4684,Andron,2111,,France,Bordeaux,Red wine,a0F1X0000005aFJUAY
9460,Volnay,370,,France,Burgundy,Red wine,a0F1X0000005aU7UAI
4685,Mayne Durège,2112,,France,Bordeaux,Red wine,a0F1X0000005aKPUAY
8867,"Nuits-Saint-Georges 1er Cru ""Les Murgers""",80,,France,Burgundy,Red wine,a0F1X0000005aUHUAY
8872,"Charmes-Chambertin Grand Cru ""Aux Mazoyeres""",3421,,France,Burgundy,Red wine,a0F1X0000005abiUAA
8878,"Vosne-Romanée 1er Cru ""Les Gaudichots""",3030,,France,Burgundy,Red wine,a0F1X0000005aTjUAI
8875,"Aloxe-Corton 1er Cru ""La Toppe Au Vert""",3400,,France,Burgundy,Red wine,a0F1X0000005aq6UAA
1128,"Riesling Ice Wine ""Snake River Valley""",643,,United States,Idaho,Sweet wine,a0F1X0000005acxUAA
8879,Clos-Vougeot Grand Cru,2215,,France,Burgundy,Red wine,a0F1X0000005aRYUAY
9807,"Chateauneuf-du-Pape ""Cuvée Grande Garde""",3741,,France,Rhone,Red wine,a0F1X0000005aUpUAI
4693,Hauts de Madelis,2117,,France,Bordeaux,Red wine,a0F1X0000005aedUAA
6494,"Vintage Extra Brut ""Clos Des Goisses""",2190,,France,Champagne,Sparkling wine,a0F1X0000005ak8UAA
7120,Indigène,2162,,France,Loire,Red wine,a0F1X0000005aMfUAI
463,"Riesling Grand Cru ""Rosacker""",267,,France,Alsace,White wine,a0F1X0000005aV3UAI
391,"Syrah ""Porcupine Ridge""",209,,South Africa,Western Cape,Red wine,a0F1X0000005aBnUAI
1139,"Cabernet Sauvignon ""Ice Wine - Snake River Valley""",643,,United States,Idaho,Sweet wine,a0F1X0000005acxUAA
4690,"Merlot Reserva ""Single Vineyard""",2120,,Macedonia,Macedonia,Red wine,a0F1X0000005acdUAA
8873,"Nuits-Saint-Georges 1er Cru ""Lessaint Georges""",3400,,France,Burgundy,Red wine,a0F1X0000005aq6UAA
10341,"Pinot Gris Grand Cru ""Eichberg""",3500,,France,Alsace,White wine,a0F1X0000005ajaUAA
8326,"Chardonnay ""La Cigaralle""",237,,France,South West France,White wine,a0F1X0000005aGhUAI
7974,"Rosé 1er Cru ""La Subtilite""",1367,,France,Champagne,Sparkling wine,a0F1X0000005arhUAA
7973,"Vintage 1er Cru ""Cuvée du Clos Notre Dame""",1367,,France,Champagne,Sparkling wine,a0F1X0000005arhUAA
6585,"Grüner Veltliner ""Tethys""",2719,,Austria,Weinviertel,White wine,a0F1X0000005acTUAQ
4698,Lussac Saint-Émilion,2121,,France,Bordeaux,Red wine,a0F1X0000005affUAA
477,"Muscat ""Tradition Hugel""",261,,France,Alsace,White wine,a0F1X0000005aajUAA
1158,"Bourgogne Blanc ""Aligoté""",658,,France,Burgundy,White wine,a0F1X0000005akZUAQ
4699,Crianza,2122,,Spain,Rioja,Red wine,a0F1X0000005aCqUAI
1152,"Savennières ""Les Vieux Clos""",582,,France,Loire,White wine,a0F1X0000005aiRUAQ
9179,"Brut ""Cuvée Chardonnay & Pinot Noir""",193,,Australia,South Australia,Sparkling wine,a0F1X0000005ab1UAA
7975,"Bourgogne ""Cuvée du Pinson""",1912,,France,Burgundy,Red wine,a0F1X0000005aUQUAY
4701,La Claymore,2124,,France,Bordeaux,Red wine,a0F1X0000005aIjUAI
1155,"Amontillado Fino ""El Tresillo""",655,,Spain,Andalucia,Sweet wine,a0F1X0000005aBOUAY
7196,"Tawny Port ""Medium Tawny""",1165,,Portugal,Douro,Port,a0F1X0000005aiUUAQ
6501,Larrivet Haut-Brion,2674,,France,Bordeaux,Red wine,a0F1X0000005aJXUAY
1156,"Oloroso ""Line 1730""",656,,Spain,Andalucia,Sweet wine,a0F1X0000005akiUAA
9175,"Cava ""de Nit""",3514,,Spain,Catalonia,Sparkling wine,a0F1X0000005am3UAA
1162,"Riesling Trocken ""Quarzit""",659,,Germany,Rheingau,White wine,a0F1X0000005as6UAA
1153,"Riesling Kabinett ""Bernkasteler Badstube""",3092,,Germany,Mosel,White wine,a0F1X0000005aW0UAI
8327,"Chateau de Cayx ""Cuvée du Mariage""",237,,France,South West France,Red wine,a0F1X0000005aGhUAI
4697,Winemakers' Selection,2120,,Macedonia,Macedonia,Red wine,a0F1X0000005acdUAA
1154,"Riesling ""Scharzhof""",654,,Germany,Mosel,White wine,a0F1X0000005aWDUAY
1163,"Riesling Kabinett ""Lenchen""",659,,Germany,Rheingau,White wine,a0F1X0000005as6UAA
8325,Chateau de Cayx,237,,France,South West France,Red wine,a0F1X0000005aGhUAI
6587,"Chablis Grand Cru ""Bougros""",2721,,France,Burgundy,White wine,a0F1X0000005adKUAQ
9462,Bourgogne Pinot Noir,370,,France,Burgundy,Red wine,a0F1X0000005aU7UAI
476,"Vintage Madeira ""V.J.H Malmsey""",277,,Portugal,Madeira,Sweet wine,a0F1X0000005acXUAQ
9620,"Sainte Epine ""Hervé Souhaut""",591,,France,Rhone,Red wine,a0F1X0000005aUiUAI
9622,Hermitage Blanc,3641,,France,Rhone,White wine,a0F1X0000005amOUAQ
473,Old Amoroso Sherry,306,,Spain,Andalucia,Sweet wine,a0F1X0000005anYUAQ
7194,"Tawny Colheita Port ""Single Harvest""",301,,Portugal,Douro,Port,a0F1X0000005asTUAQ
472,"Savigny-les-Beaune 1er Cru ""Serpentières""",274,,France,Burgundy,Red wine,a0F1X0000005acDUAQ
486,"Chablis Grand Cru ""Valmur""",283,,France,Burgundy,White wine,a0F1X0000005aSpUAI
7977,Les Griffons de Pichon Baron,3174,,France,Bordeaux,Red wine,a0F1X0000005aL1UAI
7981,Amiral de Beychevelle,1073,,France,Bordeaux,Red wine,a0F1X0000005aFfUAI
9177,Beauséjour Duffau Lagarrosse,2587,,France,Bordeaux,Red wine,a0F1X0000005aFUUAY
5406,"Kriek ""100% Lambic Bio""",2341,,United States,Beer & Spirits,Others,a0F1X0000005b5uUAA
9176,"Blanc de Blancs Extra Brut ""Lorca Fantasia""",3515,,Argentina,Mendoza,Sparkling wine,a0F1X0000005agrUAA
9180,Cote du Vivarais,3517,,France,Rhone,Red wine,a0F1X0000005aSHUAY
6626,"Ruby Vintage Port ""Quinta dos Canis""",420,,Portugal,Douro,Port,a0F1X0000005aN0UAI
1176,Furmint Barrique,667,,Hungary,Tokaj,White wine,a0F1X0000005aakUAA
6559,Gouden Carolus,2705,,Belgium,Belgium,Others,a0F1X0000005aCBUAY
9623,Saumur Blanc,3656,,France,Loire,White wine,a0F1X0000005aSWUAY
1178,The Golden Cuvée,667,,Hungary,Tokaj,Sweet wine,a0F1X0000005aakUAA
6400,"Barolo ""Villero""",882,,Italy,Piemonte,Red wine,a0F1X0000005aCCUAY
10027,"Chateauneuf-du-Pape ""Vieilles Vignes""",815,,France,Rhone,Red wine,a0F1X0000005aQzUAI
7982,"Spätburgunder GG ""Höllenberg""",2075,,Germany,Rheingau,Red wine,a0F1X0000005a8xUAA
7983,"Riesling ""Bera Rottland""",2481,,Germany,Rheingau,White wine,a0F1X0000005aYbUAI
7984,"Riesling ""Terra Montosa""",2481,,Germany,Rheingau,White wine,a0F1X0000005aYbUAI
9464,"Ladoix 1er Cru ""La Corvée""",456,,France,Burgundy,Red wine,a0F1X0000005aTxUAI
10343,Proprietor's Blend,1978,,South Africa,Western Cape,Red wine,a0F1X0000005aWeUAI
9624,Beaujolais-Villages,3657,,France,Beaujolais,Red wine,a0F1X0000005amAUAQ
10346,"Barolo ""Ravera""",1555,,Italy,Piemonte,Red wine,a0F1X0000005agXUAQ
8330,Haut-Brion,1301,,France,Bordeaux,Red wine,a0F1X0000005aINUAY
6551,"Ruby Vintage Port ""Boa Vista""",1557,,Portugal,Douro,Port,a0F1X0000005aiqUAA
1194,"Riesling GG ""Rausch""",426,,Germany,Mosel,White wine,a0F1X0000005arxUAA
9626,Dintrans,3659,,France,Bordeaux,Red wine,a0F1X0000005aHRUAY
8883,"Vosne-Romanée ""Les Jachées""",2412,,France,Burgundy,Red wine,a0F1X0000005aPSUAY
8885,Clos de Tart Grand Cru,3423,,France,Burgundy,Red wine,a0F1X0000005aRmUAI
6399,"Barolo ""Rocche""",882,,Italy,Piemonte,Red wine,a0F1X0000005aCCUAY
8332,Petrus,2194,,France,Bordeaux,Red wine,a0F1X0000005ajzUAA
9627,Corbières Rouge,3660,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aSKUAY
9634,"Côtes du Roussillon Villages Tautavel ""Expression""",3666,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aejUAA
8331,Cantenac Brown,388,,France,Bordeaux,Red wine,a0F1X0000005aFwUAI
4707,Chianti Riserva,2127,,Italy,Tuscany,Red wine,a0F1X0000005aqxUAA
6401,"Barolo ""Ca' Mia""",882,,Italy,Piemonte,Red wine,a0F1X0000005aCCUAY
4713,"Parallèle ""45""",1428,,France,Rhone,Red wine,a0F1X0000005ajbUAA
1244,"Palomino ""Christina - Medium""",614,,Spain,Andalucia,Sweet wine,a0F1X0000005aZKUAY
10028,"Chateauneuf-du-Pape ""Deus Ex Machina""",940,,France,Rhone,Red wine,a0F1X0000005aMrUAI
8886,"Viré Clessé ""Cuvée E. J. Thevenet""",3424,,France,Burgundy,White wine,a0F1X0000005aQRUAY
1255,"Brut ""Le Clos l'Abbé""",699,,France,Champagne,Sparkling wine,a0F1X0000005aahUAA
9625,Yvecourt,3658,,France,Bordeaux,Red wine,a0F1X0000005aMJUAY
8887,"Pinot Noir ""Hawk Hill Vineyard""",2154,,United States,California,Red wine,a0F1X0000005a9lUAA
9182,"Brut ""Cuvée Prestige""",3518,,France,Champagne,Sparkling wine,a0F1X0000005aNKUAY
10345,Vinho Tinto,3931,,Portugal,Douro,Red wine,a0F1X0000005aNIUAY
4714,Frank Phélan,1607,,France,Bordeaux,Red wine,a0F1X0000005aKzUAI
4715,Plaisance-Branne,2130,,France,Bordeaux,Red wine,a0F1X0000005aL6UAI
4717,Lalande de Gravet,2131,,France,Bordeaux,Red wine,a0F1X0000005aJDUAY
9465,"Bourgogne Rouge ""Cuvée Latour""",123,,France,Burgundy,Red wine,a0F1X0000005afHUAQ
1261,"Tawny Colheita Port ""Presidential""",1029,,Portugal,Douro,Port,a0F1X0000005aEXUAY
4681,Vina Ramona,2108,,Spain,Rioja,Red wine,a0F1X0000005aBHUAY
9628,Rully Blanc,3661,,France,Burgundy,White wine,a0F1X0000005aRMUAY
9631,"Mercurey 1er Cru ""Clos Voyens""",3664,,France,Burgundy,Red wine,a0F1X0000005aUBUAY
8336,Sauternes,2476,,France,Sauternes,Sweet wine,a0F1X0000005aL0UAI
10347,"Arbois Chardonnay ""En Flandre""",3643,,France,Jura,White wine,a0F1X0000005aQpUAI
10029,"Morellino di Scansano ""Dù Galli""",3823,,Italy,Tuscany,Red wine,a0F1X0000005aW6UAI
1314,"Meursault ""Les Clous""",2210,,France,Burgundy,White wine,a0F1X0000005aC0UAI
8888,"Saint Joseph Rouge ""L'Olivaie""",2883,,France,Rhone,Red wine,a0F1X0000005aNiUAI
8577,"Vintage ""Extra Quality Brut""",2692,,France,Champagne,Sparkling wine,a0F1X0000005aEqUAI
8578,"VIntage Blanc de Blancs 1er Cru ""Brut Fleuron""",842,,France,Champagne,Sparkling wine,a0F1X0000005akVUAQ
8579,"Vintage ""Général de Gaulle""",2665,,France,Champagne,Sparkling wine,a0F1X0000005aVtUAI
8580,"Vintage ""Bouzy Rouge""",315,,France,Champagne,Sparkling wine,a0F1X0000005aqvUAA
9183,"Vintage Blanc de Blancs Grand Cru ""Chouilly""",3519,,France,Champagne,Sparkling wine,a0F1X0000005aePUAQ
8575,"Vintage Blanc de Blancs Grand Cru ""Le Mesnil-sur-Oger""",1325,,France,Champagne,Sparkling wine,a0F1X0000005adsUAA
9466,"Nuits-St-Georges ""Les Grandes Vignes""",849,,France,Burgundy,Red wine,a0F1X0000005aQ7UAI
9635,Guiry,3667,,Italy,Emilia-Romagna,Red wine,a0F1X0000005apeUAA
6406,"Barolo ""San Rocco""",2243,,Italy,Piemonte,Red wine,a0F1X0000005aADUAY
6405,"Barolo ""Margheria""",2243,,Italy,Piemonte,Red wine,a0F1X0000005aADUAY
8337,La Source,3254,,France,Provence,Red wine,a0F1X0000005aMFUAY
8338,Vignelaure,3254,,France,Provence,Red wine,a0F1X0000005aMFUAY
4716,Crozes-Hermitage,1428,,France,Rhone,Red wine,a0F1X0000005ajbUAA
7992,La Croisette,2359,,France,Champagne,Sparkling wine,a0F1X0000005ae8UAA
7993,Grande Cuvée,2411,,France,Champagne,Sparkling wine,a0F1X0000005aaDUAQ
7994,"Ambonnay Grand Cru ""Cuvée des Grands Vintage""",3176,,France,Champagne,Sparkling wine,a0F1X0000005aWcUAI
8583,Les Muriers,3349,,France,Vin de France,Red wine,a0F1X0000005anqUAA
394,"Pinot Noir ""Cookoothama""",213,,Australia,Victoria,Red wine,a0F1X0000005aihUAA
2163,Beaune Avaux 1er Cru ,2210,,France,Burgundy,Red wine,a0F1X0000005aC0UAI
7995,"Vintage Extra Brut ""Cepages Blancs""",600,,France,Champagne,Sparkling wine,a0F1X0000005aEvUAI
10348,"Arbois Trousseau ""Les Corvées""",3643,,France,Jura,Red wine,a0F1X0000005aQpUAI
10030,"Marche Rosso ""La Fogliola""",3824,,Italy,Marche,Red wine,a0F1X0000005apiUAA
8590,"Vintage Extra Brut ""Saignée de Sorbée""",1269,,France,Champagne,Sparkling wine,a0F1X0000005arfUAA
8891,"Neuchatel ""Les Rissieux""",3426,,Switzerland,Neuchatel,Red wine,a0F1X0000005aQnUAI
8348,Chasse-Spleen,1115,,France,Bordeaux,Red wine,a0F1X0000005aG8UAI
8890,"Neuchatel ""Vieilles Vignes""",3426,,Switzerland,Neuchatel,Red wine,a0F1X0000005aQnUAI
8889,"Neuchatel ""Les Margiles""",3426,,Switzerland,Neuchatel,Red wine,a0F1X0000005aQnUAI
1407,"Vintage Grand Cru ""Fut de Chene""",764,,France,Champagne,Sparkling wine,a0F1X0000005aaQUAQ
1412,"Vintage Blanc de Blancs ""Amour de Deutz""",765,,France,Champagne,Sparkling wine,a0F1X0000005aOaUAI
8892,"Pinot Noir ""Shea Vineyard""",3427,,United States,Oregon,Red wine,a0F1X0000005ap8UAA
8895,"Spätburgunder ""Frauenberg""",95,,Germany,Rheinhessen,Red wine,a0F1X0000005acjUAA
8896,"Spätburgunder ""S""",95,,Germany,Rheinhessen,Red wine,a0F1X0000005acjUAA
9191,"Chambolle-Musigny ""Fremières""",2436,,France,Burgundy,Red wine,a0F1X0000005ahIUAQ
8921,"Amarone della Valpolicella Classico ""Simison""",3439,,Italy,Veneto,Red wine,a0F1X0000005afPUAQ
8584,La Chassornade,3350,,France,Vin de France,White wine,a0F1X0000005aY5UAI
8585,Savagnin,3350,,France,Vin de France,Red wine,a0F1X0000005aY5UAI
7121,"Colli Tortonesi ""Rosso""",1551,,Italy,Piemonte,Red wine,a0F1X0000005aivUAA
8591,"Bourgogne ""La Combe""",3351,,France,Burgundy,White wine,a0F1X0000005aVdUAI
8593,"Volnay 1er Cru ""Les Roncerets""",2850,,France,Burgundy,Red wine,a0F1X0000005aQFUAY
8594,Le Temps Fait Tout,3352,,France,Vin de France,White wine,a0F1X0000005amCUAQ
8922,Pinotage,3438,,South Africa,Western Cape,Red wine,a0F1X0000005aouUAA
8923,Chardonnay Spätlese Trocken,3437,,Germany,Pfalz,White wine,a0F1X0000005ajxUAA
8924,Chardonnay Trocken,2728,,Germany,Baden,White wine,a0F1X0000005aYBUAY
8925,Pinot Noir Reserve,3436,,South Africa,Western Cape,Red wine,a0F1X0000005aEpUAI
6407,Grand-Puy-Lacoste,2585,,France,Bordeaux,Red wine,a0F1X0000005aIBUAY
8346,Tresor du Grand Moine,3257,,France,Bordeaux,Red wine,a0F1X0000005aM5UAI
8347,Chambrun,3258,,France,Bordeaux,Red wine,a0F1X0000005aGkUAI
8894,"Cabernet Sauvignon ""Chateau La Grande Roche""",2435,,United States,California,Red wine,a0F1X0000005aXdUAI
9467,"Bourgogne Rouge ""Renommée""",1896,,France,Burgundy,Red wine,a0F1X0000005amEUAQ
8899,"Barbaresco Riserva ""Ovello""",578,,Italy,Piemonte,Red wine,a0F1X0000005alNUAQ
7996,"Brunello di Montalcino Riserva ""Tenuta Greppo""",1486,,Italy,Tuscany,Red wine,a0F1X0000005aB6UAI
8595,"Brut ""Le Reflet""",2190,,France,Champagne,Sparkling wine,a0F1X0000005ak8UAA
8596,"Vintage ""Royale Réserve""",2190,,France,Champagne,Sparkling wine,a0F1X0000005ak8UAA
8598,"Vintage Blanc de Blancs Extra Brut Grand Cru ""Vieille Vigne de Cramant""",676,,France,Champagne,Sparkling wine,a0F1X0000005adjUAA
8599,"Vintage ""2000""",1325,,France,Champagne,Sparkling wine,a0F1X0000005adsUAA
9630,"Ventoux ""Chais du Grillon""",3663,,France,Rhone,Red wine,a0F1X0000005aelUAA
9468,Beaune Grèves 1er Cru,265,,France,Burgundy,Red wine,a0F1X0000005afGUAQ
10031,Brut Nature Gran Reserva,3825,,Spain,Catalonia,Sparkling wine,a0F1X0000005aECUAY
10351,Gloria,42,,France,Vin de France,White wine,a0F1X0000005aQwUAI
8908,Brut Blanc de Noirs Grand Cru,1378,,France,Champagne,Sparkling wine,a0F1X0000005ajZUAQ
9636,Villa Bucci Riserva,3668,,Italy,Marche,White wine,a0F1X0000005arAUAQ
7232,"Brut Blanc de Blancs Grand Cru ""Les Belles Voyes""",516,,France,Champagne,Sparkling wine,a0F1X0000005aXnUAI
8914,"Hermitage ""Cuvée l'Essentiel""",3435,,France,Rhone,Red wine,a0F1X0000005aR8UAI
1419,"Riesling Trocken GG ""Grainhübel""",92,,Germany,Pfalz,White wine,a0F1X0000005areUAA
1418,"Riesling Trocken ""Herrgottsacker""",92,,Germany,Pfalz,White wine,a0F1X0000005areUAA
7231,Vintage Rosé Réserve,468,,France,Champagne,Sparkling wine,a0F1X0000005aF8UAI
8909,"Brut Grand Cru ""Cuvée Prestige""",1378,,France,Champagne,Sparkling wine,a0F1X0000005ajZUAQ
1420,"Riesling Trocken ""Ölberg""",92,,Germany,Pfalz,White wine,a0F1X0000005areUAA
8912,"Morey-Saint-Denis 1er Cru ""Les Monts Luisants""",3350,,France,Burgundy,Red wine,a0F1X0000005aY5UAI
7219,Bordeaux Blanc Sec,596,,France,Bordeaux,White wine,a0F1X0000005aIHUAY
8907,"Brut 1er Cru ""Champery""",3102,,France,Champagne,Sparkling wine,a0F1X0000005aMXUAY
8905,"Rosé Extra Brut ""Rosé de Saignée - Les Maillons""",2378,,France,Champagne,Sparkling wine,a0F1X0000005aqUUAQ
1434,Chevalier-Montrachet,775,,France,Burgundy,White wine,a0F1X0000005acEUAQ
8904,"Blanc de Noirs Extra Brut ""Les Maillons""",2378,,France,Champagne,Sparkling wine,a0F1X0000005aqUUAQ
1481,Brut Grand Cru ,790,,France,Champagne,Sparkling wine,a0F1X0000005ajXUAQ
10033,"Chateauneuf-du-Pape ""Barbe Rac""",375,,France,Rhone,Red wine,a0F1X0000005agzUAA
7999,"Brunello di Montalcino ""Orciaia""",25,,Italy,Tuscany,Red wine,a0F1X0000005a9jUAA
1448,"Bergerac Rosé ""Cuvée Richard""",782,,France,South West France,Rose,a0F1X0000005aLPUAY
7998,"Bourgogne Rouge ""Pinot Fin""",1756,,France,Burgundy,Red wine,a0F1X0000005aP4UAI
10350,Astra,42,,France,Vin de France,Red wine,a0F1X0000005aQwUAI
1453,"Riesling GG ""Kirchberg""",785,,Germany,Mosel,White wine,a0F1X0000005aaZUAQ
1482,"Brut Grand Cru ""Grand Réserve""",790,,France,Champagne,Sparkling wine,a0F1X0000005ajXUAQ
1446,Le Blanc de Fourton,780,,France,Bordeaux,White wine,a0F1X0000005aHwUAI
9632,Givry 1er Cru,3655,,France,Burgundy,Red wine,a0F1X0000005aiJUAQ
8356,Vieux Chateau Certan,3110,,France,Bordeaux,Red wine,a0F1X0000005ar1UAA
8000,"Don Maximiano ""Founder's Reserve""",174,,Chile,Maipo Valley,Red wine,a0F1X0000005aWfUAI
8355,La Mondotte,3262,,France,Bordeaux,Red wine,a0F1X0000005aJGUAY
1459,"Chassagne-Montrachet 1er Cru ""Morgeot - Clos de la Chapelle""",265,,France,Burgundy,White wine,a0F1X0000005afGUAQ
7997,"Vintage ""Brut Nature - Philippe Starck""",428,,France,Champagne,Sparkling wine,a0F1X0000005afKUAQ
1442,Blanc Sec,779,,France,Bordeaux,White wine,a0F1X0000005aJyUAI
9187,Vosne-Romanée 1er Cru,724,,France,Burgundy,Red wine,a0F1X0000005aU0UAI
