Id,Name,ProducerId,Appellation,Country,Region,WineType,PRODUCER_SALESFORCE_ID
8117,"Pinot Gris Grand Cru ""Hengst""",3226,,France,Alsace,White wine,a0F1X0000005aOrUAI
7825,Bonarda,1543,,Italy,Piemonte,Red wine,a0F1X0000005aZJUAY
7826,Cheverny-Louis de la Saussaye,1545,,France,Loire,Red wine,a0F1X0000005aR0UAI
7829,Désirade,2162,,France,Loire,White wine,a0F1X0000005aMfUAI
8119,"Corton Grand Cru ""Le Clos du Roi""",2385,,France,Burgundy,Red wine,a0F1X0000005aCjUAI
8120,"Chardonnay ""Santa Cruz Mountains""",3228,,United States,California,White wine,a0F1X0000005ai7UAA
8121,"Pinot Noir ""Dundee Hills""",3229,,United States,Oregon,Red wine,a0F1X0000005aq8UAA
8122,"Syrah ""Clary Ranch""",3230,,United States,California,Red wine,a0F1X0000005a9rUAA
8397,"Vintage Blanc de Blancs ""Fleur de Passion""",755,,France,Champagne,Sparkling wine,a0F1X0000005aOgUAI
7771,"Puligny-Montrachet 1er Cru ""Clos de la Mouchere""",452,,France,Burgundy,White wine,a0F1X0000005aaMUAQ
9974,Labégorce-Zédé,2973,,France,Bordeaux,Red wine,a0F1X0000005aIgUAI
7768,"Riesling Auslese ""Ölberg""",2047,,Germany,Rheinhessen,White wine,a0F1X0000005ad7UAA
7830,"Vintage ""Toulette""",2204,,France,Champagne,Sparkling wine,a0F1X0000005abCUAQ
7770,"Chablis Grand Cru ""Les Clos""",3104,,France,Burgundy,White wine,a0F1X0000005afwUAA
7774,"Vouvray Sec ""Clos du Bourg""",897,,France,Loire,White wine,a0F1X0000005aShUAI
6323,Unreadable Label,2632,,France,Bordeaux,Red wine,a0F1X0000005aqTUAQ
6331,Ruby Reserva Port,953,,Portugal,Douro,Port,a0F1X0000005alfUAA
7769,"Riesling Trocken GG ""Ungeheuer""",92,,Germany,Pfalz,White wine,a0F1X0000005areUAA
9569,"Gevrey-Chambertin ""Vieilles Vignes""",3639,,France,Burgundy,Red wine,a0F1X0000005aY6UAI
7772,Cuvée Victor,1945,,Germany,Nahe,White wine,a0F1X0000005aOiUAI
7827,Laderas de Sedella,1539,,Spain,Andalucia,Red wine,a0F1X0000005aoDUAQ
7767,"Grüner Veltliner Reserve ""Dechant""",3103,,Austria,Kamptal,White wine,a0F1X0000005aloUAA
7828,"Vino Bianco ""Egotista""",3118,,Italy,Piemonte,White wine,a0F1X0000005aA0UAI
7824,"Brut Nature ""l'Appétillant""",1639,,France,Loire,Sparkling wine,a0F1X0000005aerUAA
7765,"Chamery Blanc 1er Cru ""Les Rouleaux""",3102,,France,Champagne,White wine,a0F1X0000005aMXUAY
7766,"Chamery Blanc 1er Cru ""Luth""",3102,,France,Champagne,White wine,a0F1X0000005aMXUAY
7773,Ornithology,2428,,France,Vin de Pays,White wine,a0F1X0000005abnUAA
7775,"Vouvray Sec ""Le Mont""",897,,France,Loire,White wine,a0F1X0000005aShUAI
7776,"Chardonnay Reserve ""Dittelsheim""",3105,,Germany,Rheinhessen,White wine,a0F1X0000005asCUAQ
7777,"Riesling Auslese ""Mehringer Blattenberg""",914,,Germany,Mosel,White wine,a0F1X0000005aaHUAQ
7778,"Riesling Auslese ""Goldloch""",1945,,Germany,Nahe,White wine,a0F1X0000005aOiUAI
7779,"Riesling Spätlese ""Pittermännchen""",1945,,Germany,Nahe,White wine,a0F1X0000005aOiUAI
8699,Brunello di Montalcino,3273,,Italy,Tuscany,Red wine,a0F1X0000005akDUAQ
8700,"Beaune Grèves 1er Cru ""Vigne de l'Enfant Jésus""",2210,,France,Burgundy,Red wine,a0F1X0000005aC0UAI
8701,"Vougeot 1er Cru ""Clos de la Perrière""",1435,,France,Burgundy,Red wine,a0F1X0000005aPMUAY
7780,"Bourgogne Hautes-Côtes de Nuits ""Les Mouchottes""",3106,,France,Burgundy,Red wine,a0F1X0000005aiiUAA
8702,"Arbois Blanc ""Expression du Terroir""",3199,,France,Jura,White wine,a0F1X0000005aUgUAI
7781,"Beaune ""Les Bons Feuves""",3107,,France,Burgundy,Red wine,a0F1X0000005aaSUAQ
7782,"Volnay ""Les Grands Champs""",3107,,France,Burgundy,Red wine,a0F1X0000005aaSUAQ
9765,"Vintage Brut ""Clos Des Goisses""",2190,,France,Champagne,Sparkling wine,a0F1X0000005ak8UAA
8704,"La Bota de Manzanilla ""32""",3382,,Spain,Andalucia,Sweet wine,a0F1X0000005aWYUAY
8703,"Rieslaner Spätlese ""Herzog""",3381,,Germany,Pfalz,Sweet wine,a0F1X0000005aiCUAQ
8125,Les Agudes,1661,,France,Vin de France,White wine,a0F1X0000005aWpUAI
9570,"Barbera d'Asti ""I Bricchi""",3201,,Italy,Piemonte,Red wine,a0F1X0000005anzUAA
9975,Croix de Beaucaillou,3148,,France,Bordeaux,Red wine,a0F1X0000005aHXUAY
1953,"Pinot Noir ""Las Alturas""",1013,,United States,California,Red wine,a0F1X0000005aAaUAI
10297,"Spätburgunder ""Alte Reben""",2459,,Germany,Ahr,Red wine,a0F1X0000005ablUAA
7783,"Chassagne-Montrachet 1er Cru ""Clos Saint-Jean""",3108,,France,Burgundy,Red wine,a0F1X0000005abaUAA
8705,"Puligny-Montrachet 1er Cru ""Les Referts""",845,,France,Burgundy,White wine,a0F1X0000005aWhUAI
8706,"Puligny-Montrachet 1er Cru ""Champ Canet""",845,,France,Burgundy,White wine,a0F1X0000005aWhUAI
1689,"Barolo ""Serralunga d'Alba""",376,,Italy,Piemonte,Red wine,a0F1X0000005ao2UAA
8707,Batard-Montrachet Grand Cru ,845,,France,Burgundy,White wine,a0F1X0000005aWhUAI
8708,Montrachet Grand Cru,845,,France,Burgundy,White wine,a0F1X0000005aWhUAI
9096,"Cabernet Franc ""Poggio de'Colli""",1956,,Italy,Tuscany,Red wine,a0F1X0000005ak9UAA
8399,Vosne-Romanée,2412,,France,Burgundy,Red wine,a0F1X0000005aPSUAY
7104,Volnay Champans 1er Cru,2905,,France,Burgundy,Red wine,a0F1X0000005aT1UAI
10298,Spätburgunder Grand Duc Reserve,3917,,Germany,Ahr,Red wine,a0F1X0000005aObUAI
8126,"Pet'Nat Rosé ""SomnamBulles""",1661,,France,Vin de France,Rose,a0F1X0000005aWpUAI
7789,"Brut 1er Cru ""l'Ouverture""",1344,,France,Champagne,Sparkling wine,a0F1X0000005antUAA
7784,"Vintage Brut Nature ""Expression""",1344,,France,Champagne,Sparkling wine,a0F1X0000005antUAA
7785,"Vintage Rosé Nature ""Expression""",1344,,France,Champagne,Sparkling wine,a0F1X0000005antUAA
8711,Clos de Vougeot Grand Cru,874,,France,Burgundy,Red wine,a0F1X0000005afTUAQ
8737,"Vosne-Romanée 1er Cru ""Les Petits Monts""",724,,France,Burgundy,Red wine,a0F1X0000005aU0UAI
8738,"Nuits-Saint-Georges 1er Cru ""Les Boudots""",724,,France,Burgundy,Red wine,a0F1X0000005aU0UAI
7790,"Blanc de Noirs ""Henri III""",3109,,France,Champagne,Sparkling wine,a0F1X0000005amUUAQ
7791,"Clos de Bouzy ""Le Clos""",1328,,France,Champagne,Sparkling wine,a0F1X0000005a9MUAQ
8740,Echezeaux Grand Cru,724,,France,Burgundy,Red wine,a0F1X0000005aU0UAI
9766,Baccarat Crystal Cognac,3723,,France,Cognac,Others,a0F1X0000005amWUAQ
6279,"Syrah ""B 20""",2170,,United States,California,Red wine,a0F1X0000005aocUAA
7099,"Amarone Della Valpolicella Classico ""Case Vecie""",2903,,Italy,Veneto,Red wine,a0F1X0000005aC7UAI
7100,"Morey-Saint-Denis ""La Rue de Vergy""",80,,France,Burgundy,Red wine,a0F1X0000005aUHUAY
7101,Clos de la Roche Grand Cru,1357,,France,Burgundy,Red wine,a0F1X0000005aT5UAI
7102,Sagacious,2904,,United States,California,Red wine,a0F1X0000005adzUAA
7103,"Vosne-Romanée 1er Cru ""Les Chaumes""",369,,France,Burgundy,Red wine,a0F1X0000005abqUAA
7787,"Vintage Extra Brut 1er Cru ""La Dame de Coeur""",1344,,France,Champagne,Sparkling wine,a0F1X0000005antUAA
4263,Chassagne-Montrachet Récolte,1963,,France,Burgundy,Red wine,a0F1X0000005abNUAQ
8741,Grands Echezeaux Grand Cru,724,,France,Burgundy,Red wine,a0F1X0000005aU0UAI
7097,Carruades de Lafite,1045,,France,Bordeaux,Red wine,a0F1X0000005aIuUAI
7098,"Pinot Gris ""Hugel""",261,,France,Alsace,White wine,a0F1X0000005aajUAA
6278,"Syrah ""The Thrill of - Stamp Collecting""",2170,,United States,California,Red wine,a0F1X0000005aocUAA
4318,"Cabernet Sauvignon ""Special Selection""",391,,United States,California,Red wine,a0F1X0000005aEWUAY
8743,"Nuits-Saint-Georges Blanc 1er Cru ""Clos de la Maréchale""",1226,,France,Burgundy,White wine,a0F1X0000005ab3UAA
6276,"Syrah ""Dark Blossom""",2170,,United States,California,Red wine,a0F1X0000005aocUAA
8742,"Nuits-Saint-Georges Rouge 1er Cru ""Clos de la Maréchale""",1226,,France,Burgundy,Red wine,a0F1X0000005ab3UAA
8709,"Nuits-Saint-Georges Blanc 1er Cru ""Clos des Grandes Vignes""",441,,France,Burgundy,White wine,a0F1X0000005aRrUAI
7788,"Brut 1er Cru ""Bulle de Rosé""",1344,,France,Champagne,Sparkling wine,a0F1X0000005antUAA
7786,"Extra Brut 1er Cru ""l'Accomplie""",1344,,France,Champagne,Sparkling wine,a0F1X0000005antUAA
6280,"Syrah ""Labels""",2170,,United States,California,Red wine,a0F1X0000005aocUAA
6277,"Syrah ""Five Shooter""",2170,,United States,California,Red wine,a0F1X0000005aocUAA
8400,"Vosne-Romanée ""Les Réas""",2412,,France,Burgundy,Red wine,a0F1X0000005aPSUAY
9573,Dofana,1261,,Italy,Tuscany,Red wine,a0F1X0000005aNkUAI
9097,Haut-Batailley,3485,,France,Bordeaux,Red wine,a0F1X0000005aIKUAY
346,"Shiraz ""Magill Estate""",187,,Australia,South Australia,Red wine,a0F1X0000005ajpUAA
342,"Shiraz ""The Armagh""",194,,Australia,South Australia,Red wine,a0F1X0000005abrUAA
4388,Faro,2003,,Italy,Sicily,Red wine,a0F1X0000005aj8UAA
9098,Junayme,3486,,France,Bordeaux,Red wine,a0F1X0000005aIdUAI
9099,Laroque,3487,,France,Bordeaux,Red wine,a0F1X0000005aJWUAY
9100,Vrai Canon Bouché,3488,,France,Bordeaux,Red wine,a0F1X0000005aMHUAY
347,"Shiraz ""The McRae Wood""",194,,Australia,South Australia,Red wine,a0F1X0000005abrUAA
345,"Shiraz Old Vine ""Filsell""",196,,Australia,South Australia,Red wine,a0F1X0000005aZZUAY
5297,"Vintage Blanc de Blancs ""Comtes de Champagne""",690,,France,Champagne,Sparkling wine,a0F1X0000005apKUAQ
8712,"Bourgogne Rouge ""Bedeau""",3350,,France,Burgundy,Red wine,a0F1X0000005aY5UAI
4387,"Perricone ""Acamante""",2002,,Italy,Sicily,Red wine,a0F1X0000005aqaUAA
8715,"Nuits-Saint-Georges ""Les Damodes""",3350,,France,Burgundy,Red wine,a0F1X0000005aY5UAI
8716,"Beaune ""Les Bressandes""",3350,,France,Burgundy,White wine,a0F1X0000005aY5UAI
8717,Puligny-Montrachet,3350,,France,Burgundy,White wine,a0F1X0000005aY5UAI
8718,Meursault,3350,,France,Burgundy,White wine,a0F1X0000005aY5UAI
340,"Shiraz ""Centenary Hill""",193,,Australia,South Australia,Red wine,a0F1X0000005ab1UAA
4385,Barolo,1668,,Italy,Piemonte,Red wine,a0F1X0000005aXZUAY
3315,"Riesling Auslese ""Brauneberger Juffer-Sonnenuhr""",1925,,Germany,Mosel,White wine,a0F1X0000005aguUAA
8713,"Bourgogne Blanc ""Bigotes""",3350,,France,Burgundy,White wine,a0F1X0000005aY5UAI
354,Ruby Vintage Port,309,,Portugal,Douro,Port,a0F1X0000005apOUAQ
8127,"Pet'Nat Blanc ""SomnamBulles""",1661,,France,Vin de France,White wine,a0F1X0000005aWpUAI
7813,"Saumur ""Les Salles Martin""",1478,,France,Loire,White wine,a0F1X0000005a9bUAA
7814,Enfant Terrible,3115,,France,Loire,Red wine,a0F1X0000005aiTUAQ
7815,Victoire,3115,,France,Loire,White wine,a0F1X0000005aiTUAQ
10300,"Rosé Grand Cru ""Fut De Chene""",764,,France,Champagne,Sparkling wine,a0F1X0000005aaQUAQ
8401,Échézeaux Grand Cru,2412,,France,Burgundy,Red wine,a0F1X0000005aPSUAY
7816,"Gevrey-Chambertin 1er Cru ""La Perrière""",3116,,France,Burgundy,Red wine,a0F1X0000005afSUAQ
7796,Vintage Brut Nature Grand Cru,1584,,France,Champagne,Sparkling wine,a0F1X0000005agKUAQ
7817,"Pommard 1er Cru ""Les Fremiers""",3116,,France,Burgundy,Red wine,a0F1X0000005afSUAQ
7818,"Gevrey-Chambertin 1er Cru ""Les Corbeaux""",3116,,France,Burgundy,Red wine,a0F1X0000005afSUAQ
7819,Corton-Renardes Grand Cru,3117,,France,Burgundy,Red wine,a0F1X0000005aDKUAY
7820,Chianto Classico Riserva,1955,,Italy,Tuscany,Red wine,a0F1X0000005aE0UAI
7821,Saumur Champigny,1478,,France,Loire,Red wine,a0F1X0000005a9bUAA
7105,Rouge,2906,,France,Vin de Pays,Red wine,a0F1X0000005aQxUAI
9768,"Syrah ""Côte-Rôtie""",3724,,France,Rhone,Red wine,a0F1X0000005aUEUAY
9419,"Aloxe-Corton 1er Cru ""Les Valozières""",456,,France,Burgundy,Red wine,a0F1X0000005aTxUAI
8719,"Gevrey-Chambertin 1er Cru ""Lavaut Saint-Jacques""",1390,,France,Burgundy,Red wine,a0F1X0000005aRyUAI
9574,Garnacha de Viña Bonita,2271,,Spain,Madrid,Red wine,a0F1X0000005aAoUAI
7799,"Vintage Grand Cru ""Cuvée des Sires""",700,,France,Champagne,Sparkling wine,a0F1X0000005amzUAA
7795,"Extra Brut Grand Cru ""Les Parcelles -12-""",3111,,France,Champagne,Sparkling wine,a0F1X0000005akbUAA
9101,Bienvenues-Batard-Montrachet Grand Cru,77,,France,Burgundy,White wine,a0F1X0000005aS4UAI
7797,Blanc de Noirs,3112,,France,Champagne,Sparkling wine,a0F1X0000005acOUAQ
8721,Chambertin Clos de Bèze Grand Cru,1390,,France,Burgundy,Red wine,a0F1X0000005aRyUAI
9102,"Brunello di Montalcino Riserva ""Madonna del Piano""",1285,,Italy,Tuscany,Red wine,a0F1X0000005aqbUAA
4389,Nzemmula,2004,,Italy,Sicily,Red wine,a0F1X0000005aCHUAY
358,"Ruby Vintage Port ""Fonseca""",270,,Portugal,Douro,Port,a0F1X0000005aXYUAY
8128,Tu Vin Plus aux Soirées,1661,,France,Vin de France,Red wine,a0F1X0000005aWpUAI
77,Chateauneuf-du-Pape,12,,France,Rhone,Red wine,a0F1X0000005aUOUAY
8129,Espérance,2162,,France,Loire,Red wine,a0F1X0000005aMfUAI
8402,"Gevrey-Chambertin 1er Cru ""Les Champonnets""",3188,,France,Burgundy,Red wine,a0F1X0000005abcUAA
1359,Larose de Gruaud,97,,France,Bordeaux,Red wine,a0F1X0000005aIFUAY
9420,"Gevrey-Chambertin 1er Cru ""Petite Chapelle""",1201,,France,Burgundy,Red wine,a0F1X0000005afuUAA
6366,Mazoyeres Chambertin Grand Cru,1197,,France,Burgundy,Red wine,a0F1X0000005aVCUAY
6367,Gevrey-Chambertin,320,,France,Burgundy,Red wine,a0F1X0000005aR6UAI
10301,"Vintage Grand Cru ""Fut De Chene""",764,,France,Champagne,Sparkling wine,a0F1X0000005aaQUAQ
9104,La Gravette de Certan,3110,,France,Bordeaux,Red wine,a0F1X0000005ar1UAA
1356,"Tokaji ""Forditas""",742,,Hungary,Tokaj,Sweet wine,a0F1X0000005aZkUAI
9981,Nenin,3802,,France,Bordeaux,Red wine,a0F1X0000005aKkUAI
9769,"Volnay 1er Cru ""Les Santenots""",816,,France,Burgundy,Red wine,a0F1X0000005a8fUAA
1358,"Tokaji ""Aszu""",743,,Hungary,Tokaj,Sweet wine,a0F1X0000005aNpUAI
259,"Cavas de Weinert Gran Vino ""Bau""",3187,,Argentina,Mendoza,Red wine,a0F1X0000005aELUAY
7800,"Blanc de Blancs 1er Cru ""L'échappée Belle""",3114,,France,Champagne,Sparkling wine,a0F1X0000005aWgUAI
9770,Langhe Nebbiolo,390,,Italy,Piemonte,Red wine,a0F1X0000005aYrUAI
8130,"Durello Spurmante Metodo Classico ""Corte Roncolato""",1659,,Italy,Veneto,Sparkling wine,a0F1X0000005aNlUAI
1470,"Vintage ""La Grande Dame""",315,,France,Champagne,Sparkling wine,a0F1X0000005aqvUAA
8722,"Gevrey-Chambertin ""Les Jeunes Rois""",1390,,France,Burgundy,Red wine,a0F1X0000005aRyUAI
8723,"Gevrey-Chambertin 1er Cru ""Estournelles Saint-Jacques""",1390,,France,Burgundy,Red wine,a0F1X0000005aRyUAI
9105,"Barolo ""Gallinotto""",821,,Italy,Piemonte,Red wine,a0F1X0000005agsUAA
9110,La Grave Figeac Grand Cru,3490,,France,Bordeaux,Red wine,a0F1X0000005aJAUAY
9982,Valandraud,3803,,France,Bordeaux,Red wine,a0F1X0000005aHPUAY
9111,La Croix,3491,,France,Bordeaux,Red wine,a0F1X0000005aInUAI
10302,"Vintage Blanc de Noirs Extra Brut Bouzy Grand Cru ""Les Maillerettes""",3111,,France,Champagne,Sparkling wine,a0F1X0000005akbUAA
8403,"Bourgogne Rouge ""Cuvée du Roi""",3188,,France,Burgundy,Red wine,a0F1X0000005abcUAA
6369,Barolo Riserva,2465,,Italy,Piemonte,Red wine,a0F1X0000005ar4UAA
4401,Albarolo,2012,,Mexico,Valle de Guadalupe,Red wine,a0F1X0000005aoTUAQ
10303,Vintage Cuvée R. Lalou Prestige,3918,,France,Champagne,Sparkling wine,a0F1X0000005aYpUAI
1058,Sauternes 1er Cru Classé,596,,France,Sauternes,Sweet wine,a0F1X0000005aIHUAY
4403,"Toro ""Almirez""",1179,,Spain,Castilla y León,Red wine,a0F1X0000005apyUAA
7801,"Brunello di Montalcino ""Poggio Sant'Arna""",994,,Italy,Tuscany,Red wine,a0F1X0000005aN7UAI
4409,"Tawny Colheita Port ""Very Old Single Harvest - Limited Edition""",309,,Portugal,Douro,Port,a0F1X0000005apOUAQ
7802,"Brunello di Montalcino ""Santa Maria""",994,,Italy,Tuscany,Red wine,a0F1X0000005aN7UAI
4308,"Barolo ""Moncucco""",1801,,Italy,Piemonte,Red wine,a0F1X0000005amSUAQ
4406,Ribera del Duero,628,,Spain,Castilla y León,Red wine,a0F1X0000005aa5UAA
5537,Smith Haut Lafitte,485,,France,Bordeaux,Red wine,a0F1X0000005aLnUAI
4310,"Syrah ""Roar""",1973,,United States,California,Red wine,a0F1X0000005an9UAA
4306,"Barolo ""Otin Fiorin - Pié Rupestris""",907,,Italy,Piemonte,Red wine,a0F1X0000005aDLUAY
4311,El Cadastro,1974,,Spain,Castilla y León,Red wine,a0F1X0000005aiuUAA
4392,Macchiona,2006,,Italy,Emilia-Romagna,Red wine,a0F1X0000005adoUAA
4393,Évora Tinto Reserva,2007,,Portugal,Alentejo,Red wine,a0F1X0000005aDWUAY
4397,"Emilia Rosso ""Sassoscuro""",2011,,Italy,Emilia-Romagna,Red wine,a0F1X0000005aZeUAI
4391,Tinto Reserva,2005,,Portugal,Douro,Red wine,a0F1X0000005aViUAI
4402,Nerello Mascalese,2013,,Turkey,Turkey,Red wine,a0F1X0000005asaUAA
4395,"Blaufränkisch ""Hochegg""",701,,Austria,Steiermark,Red wine,a0F1X0000005acgUAA
9575,"Rosso di Montalcino ""La Cerbaiola""",1327,,Italy,Tuscany,Red wine,a0F1X0000005anQUAQ
4394,"Etna Rosso ""Nerello Mascalese""",2008,,Italy,Sicily,Red wine,a0F1X0000005aWSUAY
4423,"Brut ""Tradition""",2020,,France,Champagne,Sparkling wine,a0F1X0000005aNxUAI
7803,Chardonnay,1464,,South Africa,Western Cape,White wine,a0F1X0000005aa8UAA
9771,Roero Arneis,390,,Italy,Piemonte,White wine,a0F1X0000005aYrUAI
8404,"Gevrey-Chambertin ""Racine du Temps""",3274,,France,Burgundy,Red wine,a0F1X0000005amMUAQ
4373,Rosso,1996,,Italy,Sicily,Red wine,a0F1X0000005aazUAA
7804,"Rouge ""650th Anniversary""",485,,France,Bordeaux,Red wine,a0F1X0000005aLnUAI
9983,Clos l'Eglise,3804,,France,Bordeaux,Red wine,a0F1X0000005aMpUAI
6372,Réserve Minervois La Liviniére,2645,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aOoUAI
10304,"Pinot Blanc Blanc de Blancs ""Le Champ du Clos""",1277,,France,Champagne,Sparkling wine,a0F1X0000005aF7UAI
7109,Cervaro della Sala,2908,,Italy,Umbria,White wine,a0F1X0000005aE2UAI
9421,"Pinot Noir ""Bourgogne""",2957,,France,Burgundy,Red wine,a0F1X0000005aS9UAI
4417,"Volnay 1er Cru ""Clos de La Rougeotte - Monopole""",728,,France,Burgundy,Red wine,a0F1X0000005aSBUAY
4426,"Vintage ""Cuvée Delan""",2021,,France,Champagne,Sparkling wine,a0F1X0000005abeUAA
4422,"Ploussard ""Point Barre""",2019,,France,Jura,Red wine,a0F1X0000005ak2UAA
91,"Blanc ""Les Grés""",22,,France,Vin de Pays,White wine,a0F1X0000005aQOUAY
6371,"CVP Fortified Wine ""Hempies du Toit""",2644,,South Africa,Western Cape,Sweet wine,a0F1X0000005a9UUAQ
4372,"Ramisco ""Colares""",1995,,Portugal,Alentejo,Red wine,a0F1X0000005ahmUAA
4427,Duhart-Milon,2588,,France,Bordeaux,Red wine,a0F1X0000005aHaUAI
9984,Beauregard,3805,,France,Bordeaux,Red wine,a0F1X0000005aFSUAY
4434,"Chardonnay Les Juvéniles ""Lias""",2025,,France,Jura,White wine,a0F1X0000005aTCUAY
4435,"Chardonnay Les Juvéniles ""Bajocien""",2025,,France,Jura,White wine,a0F1X0000005aTCUAY
10305,"Blanc de Noirs ""Le Haut de la Guignelle""",1277,,France,Champagne,Sparkling wine,a0F1X0000005aF7UAI
4644,"Chassagne-Montrachet 1er Cru ""Les Grandes Ruchottes""",2089,,France,Burgundy,White wine,a0F1X0000005aUFUAY
4441,Tignanello,180,,Italy,Tuscany,Red wine,a0F1X0000005a9ZUAQ
8406,"Pinot Noir ""Anderson Valley""",3275,,United States,California,Red wine,a0F1X0000005aZGUAY
7805,"Brunello di Montalcino ""Pieve Santa Restituta Rennina""",147,,Italy,Tuscany,Red wine,a0F1X0000005aYNUAY
4446,Muscat de Rivesaltes,2034,,France,Languedoc-Roussillon,White wine,a0F1X0000005aTrUAI
4447,Tamarius,2034,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aTrUAI
367,"Savennieres ""La Croix Picot""",204,,France,Loire,White wine,a0F1X0000005aQPUAY
370,"Savennieres ""Le Grand Beaupréau""",204,,France,Loire,White wine,a0F1X0000005aQPUAY
369,Muscadet Sévre Et Maine ,205,,France,Loire,White wine,a0F1X0000005aHVUAY
4444,"Vandières Extra Brut ""Autre Cru - Vallée de la Marne""",2032,,France,Champagne,Sparkling wine,a0F1X0000005aU8UAI
4448,L'Envie,2034,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aTrUAI
4438,Sursis ,2139,,France,Jura,White wine,a0F1X0000005aAdUAI
4450,Cuvee Jean Sirven,2055,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aPPUAY
4449,Le Grenat,2034,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aTrUAI
4451,Les Megalithes,2055,,France,Languedoc-Roussillon,Red wine,a0F1X0000005aPPUAY
8407,"Chambolle-Musigny ""Vieilles Vignes""",3274,,France,Burgundy,Red wine,a0F1X0000005amMUAQ
4440,Bourgogne Blanc Chardonnay,2029,,France,Burgundy,White wine,a0F1X0000005aPuUAI
9112,Janus,42,,France,Loire,White wine,a0F1X0000005aQwUAI
4454,Origine,2036,,France,Languedoc-Roussillon,Red wine,a0F1X0000005afzUAA
9422,"Gevrey-Chambertin 1er Cru ""Cherbaudes""",2957,,France,Burgundy,Red wine,a0F1X0000005aS9UAI
8726,"Gevrey-Chambertin ""Champ""",1390,,France,Burgundy,Red wine,a0F1X0000005aRyUAI
10306,White 10 Years Old Port,89,,Portugal,Douro,Port,a0F1X0000005aczUAA
7831,"Nuits-Saint-Georges 1er Cru ""Les Bousselots""",896,,France,Burgundy,Red wine,a0F1X0000005aPnUAI
7832,"Nuits-Saint-Georges 1er Cru ""Les Pruliers""",896,,France,Burgundy,Red wine,a0F1X0000005aPnUAI
7833,"Nuits-Saint-Georges 1er Cru ""Les Chaignots""",896,,France,Burgundy,Red wine,a0F1X0000005aPnUAI
7834,"Nuits-Saint-Georges 1er Cru ""Les Cailles""",896,,France,Burgundy,Red wine,a0F1X0000005aPnUAI
7835,"Spätburgunder ""Bürgel""",3119,,Germany,Rheinhessen,Red wine,a0F1X0000005aYZUAY
7838,"Chablis Grand Cru ""Les Preuses""",1905,,France,Burgundy,White wine,a0F1X0000005asJUAQ
4460,Chablis,2038,,France,Burgundy,White wine,a0F1X0000005aOwUAI
4464,"Meursault ""Porusot""",2041,,France,Burgundy,White wine,a0F1X0000005aUnUAI
4488,"Vintage 1er Cru ""Coeur de Cuvée""",2046,,France,Champagne,Sparkling wine,a0F1X0000005arHUAQ
4461,"Rully ""La Crée""",2039,,France,Burgundy,White wine,a0F1X0000005aSoUAI
4493,"Riesling Trocken GG ""Pettenthal""",2047,,Germany,Rheinhessen,White wine,a0F1X0000005ad7UAA
7839,Chassagne-Montrachet,1239,,France,Burgundy,White wine,a0F1X0000005aSrUAI
7806,"Brunello di Montalcino Riserva ""Phenomena - Sesti""",25,,Italy,Tuscany,Red wine,a0F1X0000005a9jUAA
4463,"Meursault ""À Mon Plaisir - Clos du Haut Tesson""",2041,,France,Burgundy,White wine,a0F1X0000005aUnUAI
8727,"Gevrey-Chambertin ""Aux Etelois""",1390,,France,Burgundy,Red wine,a0F1X0000005aRyUAI
8728,Bourgogne Rouge,1390,,France,Burgundy,Red wine,a0F1X0000005aRyUAI
4481,"Vintage Grand Cru ""Le Mesnil-Sur-Oger""",691,,France,Champagne,Sparkling wine,a0F1X0000005ammUAA
7836,"Meursault 1er Cru ""Poruzots""",1217,,France,Burgundy,White wine,a0F1X0000005akdUAA
4462,Marquise de Sadirac,2040,,France,South West France,White wine,a0F1X0000005aENUAY
9578,"Chateauneuf-du-Pape Blanc ""Roussanne - Vieilles Vignes""",1082,,France,Rhone,White wine,a0F1X0000005aGcUAI
9772,Collection,3,,France,Champagne,Sparkling wine,a0F1X0000005ad4UAA
4480,"Puligny-Montrachet 1er Cru ""Les Garennes""",1217,,France,Burgundy,White wine,a0F1X0000005akdUAA
4494,"Riesling Trocken GG ""Dalsheim Hubacker""",95,,Germany,Rheinhessen,White wine,a0F1X0000005acjUAA
4492,"Riesling Auslese GG ""Dalsheim Hubacker""",95,,Germany,Rheinhessen,White wine,a0F1X0000005acjUAA
8409,"Brunello di Montalcino ""Poggio All' Oro""",635,,Italy,Tuscany,Red wine,a0F1X0000005aAGUAY
8735,"Brut ""La Croisette""",2359,,France,Champagne,Sparkling wine,a0F1X0000005ae8UAA
7842,Nectar Impérial,939,,France,Champagne,Sparkling wine,a0F1X0000005ahXUAQ
8220,Vintage Grand Cru,2177,,France,Champagne,Sparkling wine,a0F1X0000005ajsUAA
8411,"Barbaresco ""Gallina""",3235,,Italy,Piemonte,Red wine,a0F1X0000005adnUAA
10307,"Barolo ""Parafada""",1498,,Italy,Piemonte,Red wine,a0F1X0000005agjUAA
8223,Clos de Bouzy - Grand Cru,1328,,France,Champagne,Sparkling wine,a0F1X0000005a9MUAQ
8412,"Barbaresco ""Starderi""",3235,,Italy,Piemonte,Red wine,a0F1X0000005adnUAA
