Id	Name	ProducerId	Appellation	Country	Region	WineType
6042	Don Miguel Comenge	2537		Spain	Castilla y León	Red wine
1572	Riesling Trocken "Vom Porphyr"	619		Germany	Rheinhessen	White wine
3968	Rosso "Castello Guerrieri"	1316		Italy	Veneto	Red wine
5535	Les Fiefs de Lagrange	109		France	Bordeaux	Red wine
10248	Pinot Noir "Mülheimer Sonnenlay"	1944		Germany	Mosel	Red wine
6388	Grenache "Atlantis - Fe2O3-2c"	2170		United States	California	Red wine
1162	Riesling Trocken "Quarzit"	659		Germany	Rheingau	White wine
7552	Les Rouliers	2405		France	Rhone	Red wine
1110	Riesling Trocken "Bechtheimer"	631		Germany	Rheinhessen	White wine
4157	Chateauneuf-du-Pape "Cuvée Anonyme"	337		France	Rhone	Red wine
3811	Quantum	257		United States	California	Red wine
5325	Terreus	2301		Spain	Castilla y León	Red wine
6043	 Marco Sambin	2538		Italy	Veneto	Red wine
7036	Vintage "Grande Cuvée"	491		France	Champagne	Sparkling wine
1803	Syrah "Classic"	936		Chile	Cachapoal Valley	Red wine
5877	Condado de Haza	555		Spain	Castilla y León	Red wine
1660	Barolo "Rocche"	858		Italy	Piemonte	Red wine
1261	Tawny Colheita Port "Presidential"	1029		Portugal	Douro	Port
3152	Old Vine Shiraz "Explorateur"	1534		Australia	South Australia	Red wine
2918	Cote de Nuits-Villages "Vieilles Vignes"	1427		France	Burgundy	Red wine
2392	Barolo "Arborina"	1229		Italy	Piemonte	Red wine
6534	Barolo "Le Vigne"	2610		Italy	Piemonte	Red wine
206	Riesling Trocken GG "Langenmorgen"	92		Germany	Pfalz	White wine
8472	Brut Blanc de Blancs "Variance"	761		France	Champagne	Sparkling wine
4172	Riesling Spätlese Trocken "Kröver Letterlay"	616		Germany	Mosel	White wine
6239	Riesling Feinherb "Gelblack"	107		Germany	Rheingau	White wine
2578	Guadet Plaisance	1313		France	Bordeaux	Red wine
4376	Fauno	1998		Mexico	Baja California	Red wine
10420	Côtes-de-Provence "Villars sur Var"	2331		France	Provence	Red wine
2703	Meursault 1er Cru "Genevriéres"	1352		France	Burgundy	White wine
6066	Vintage Blanc de Noir	2547		France	Champagne	Sparkling wine
3387	Santenay-Beauregard 1er Cru	1623		France	Burgundy	Red wine
6618	Brunello di Montalcino "Campogiovanni"	208		Italy	Tuscany	Red wine
1627	Freedom of Peach	336		France	Vin de France	Rose
9136	Rosso "Passi di Orma"	538		Italy	Tuscany	Red wine
4732	Macvin Blanc	2139		France	Jura	Sweet wine
8043	Tokaji "6 Puttonyos"	3198		Hungary	Tokaj	Sweet wine
8561	Corton Bressandes Grand Cru	1331		France	Burgundy	Red wine
7808	Rioja "Cirsion"	1533		Spain	Rioja	Red wine
8676	Corton Grand Cru "Clos Rognet"	85		France	Burgundy	Red wine
829	Bourgogne Hautes-Côtes de Beaune "Clos de la Perrière"	472		France	Burgundy	Red wine
3116	Douro Reserva "Duas Quintas"	1208		Portugal	Douro	Red wine
9304	Pontac Monplaisir	3579		France	Bordeaux	Red wine
10418	La Croix St. Vincent	3950		France	Bordeaux	Red wine
263	Fougueyrat	140		France	Bordeaux	Red wine
10456	Cabernet Sauvignon "M. Étain"	3962		United States	California	Red wine
4434	Chardonnay Les Juvéniles "Lias"	2025		France	Jura	White wine
10413	Croix Canon	3009		France	Bordeaux	Red wine
5732	Garnacha Centenaria	2417		Spain	Aragon	Red wine
9714	Pinot Noir "Central Otago"	3707		New Zealand	Central Otago	Red wine
7505	Charmes Chambertin "Les Mazovères"	51		France	Burgundy	Red wine
7907	Les Iles Feray	2862		France	Rhone	Red wine
1177	Kadarka	667		Hungary	Villany-Siklos	Red wine
6015	Vintage Brut Nature "FE"	600		France	Champagne	Sparkling wine
3310	Riesling Spätlese "Niederberg Helden"	469		Germany	Mosel	White wine
5447	Vintage Blanc de Noirs Grand Cru "Aÿ la Pelle"	700		France	Champagne	Sparkling wine
2824	Clémentin Blanc	1393		France	Bordeaux	White wine
785	Corton Charlemagne Grand Cru	456		France	Burgundy	White wine
7270	Barbaresco "Pajoré"	1172		Italy	Piemonte	Red wine
4848	Shiraz "Heathcote II"	2173		Australia	Victoria	Red wine
10381	Nuits-Saint-Georges "Les Créts"	3941		France	Burgundy	Red wine
924	Riesling Trocken "Wintricher"	111		Germany	Mosel	White wine
10477	Nuits-Saint-Georges "Les Terrasses des Vallerots"	3975		France	Burgundy	Red wine
3082	Brunello di Montalcino Riserva "Vigna Paganelli"	330		Italy	Tuscany	Red wine
5727	Bourgogne "Le Chapitre"	2412		France	Burgundy	Red wine
8312	Blanc "Charpindo"	3246		France	Vin de France	White wine
8239	Barbaresco "San Stunet"	3234		Italy	Piemonte	Red wine
198	Riesling GG "Burgweg - Im Grossen Garten"	90		Germany	Pfalz	White wine
4776	Pinot Noir Cornas	2155		France	Rhone	Red wine
9213	Shiraz "St. Andrews"	3534		Australia	South Australia	Red wine
8595	Brut "Le Reflet"	2190		France	Champagne	Sparkling wine
9615	Ninet de Pena	3652		France	Languedoc-Roussillon	Red wine
7981	Amiral de Beychevelle	1073		France	Bordeaux	Red wine
9692	Vintage "Cuvée R. Lalou"	3055		France	Champagne	Sparkling wine
1316	Gevrey Chambertin 1er Cru "La Combeaux Moines"	726		France	Burgundy	Red wine
5034	Vosne-Romanée 1er Cru "Les Beaumonts"	1546		France	Burgundy	Red wine
8694	Vintage Grand Cru "Comte Audion de Dampierre - Family Reserve"	514		France	Champagne	Sparkling wine
4895	Pichon-Longueville Baron	3174		France	Bordeaux	Red wine
3816	Fuentespina Reserva	1799		Spain	Castilla y León	Red wine
3603	Cepparello	117		Italy	Tuscany	Red wine
8485	Ripasso Superiore	3305		Italy	Veneto	Red wine
3967	Acanto "Terre di Fiori"	1061		Italy	Tuscany	Red wine
8275	Pommard 1er Cru "Les Epenots"	874		France	Burgundy	Red wine
3591	Barolo "Sorì Ginestra"	363		Italy	Piemonte	Red wine
8722	Gevrey-Chambertin "Les Jeunes Rois"	1390		France	Burgundy	Red wine
373	Chianti Classico Riserva "Badia a Passignano"	180		Italy	Tuscany	Red wine
9611	Fitou "Cuvée Privilège"	3649		France	Languedoc-Roussillon	Red wine
1323	Pommard 1er Cru "Les Poutures"	728		France	Burgundy	Red wine
5715	Chateauneuf-du-Pape "Grande Cuvée"	1082		France	Rhone	Red wine
1579	Riesling "Clos Windsbuhl"	235		France	Alsace	White wine
9256	Ruby Vintage Port "Quinta dos Malvedos"	301		Portugal	Douro	Port
10484	Ribolla Gialla	3978		Italy	Friuli-Venezia Giulia	Red wine
3871	Nebbiolo d'Alba "Valmaggione"	882		Italy	Piemonte	Red wine
10042	Sena	3829		Chile	Aconcagua Valley	Red wine
3664	Mercurey "Les Saumonts"	1722		France	Burgundy	Red wine
8685	Les Murs	3377		France	Loire	Red wine
1675	Nebbiolo Riserva "Conte di Cavour"	866		Italy	Piemonte	Red wine
8681	Pinot Gris "Turckheim"	235		France	Alsace	White wine
1802	BriSecco Pearlwein "Feinherb"	935		Germany	Mosel	White wine
9042	Angelus	3473		France	Bordeaux	Red wine
5888	Cambo Al Mare	2483		Italy	Tuscany	Red wine
9467	Bourgogne Rouge "Renommée"	1896		France	Burgundy	Red wine
8524	Saumur Champigny "XL"	3333		France	Loire	Red wine
6392	Cabernet Sauvignon "Hillside Select"	2648		United States	California	Red wine
7879	Chianti Classico Riserva "Dieulele"	3138		Italy	Tuscany	Red wine
7955	Côte de Nuits-Villages "Vieilles Vignes"	1199		France	Burgundy	Red wine
1807	Barolo "Rocche dell Annunziata"	925		Italy	Piemonte	Red wine
1181	Priorat "Clos Mogador"	668		Spain	Catalonia	Red wine
7609	Vintage "Cordon Bleu"	3028		France	Champagne	Sparkling wine
7973	Vintage 1er Cru "Cuvée du Clos Notre Dame"	1367		France	Champagne	Sparkling wine
9044	Shiraz "Roennfeldt Road"	1266		Australia	South Australia	Red wine
9262	l'Evangile	3558		France	Bordeaux	Red wine
1097	Tokaji "Kesoi Arany"	3669		Hungary	Tokaj	Sweet wine
3527	A Chacun sa bulle	1679		France	Alsace	Sparkling wine
9610	Montagny 1er Cru	3650		France	Burgundy	White wine
3519	Teran	1675		Croatia	Istria	Red wine
5437	Volnay "Le Ronceret"	2017		France	Burgundy	Red wine
4005	Rosso "La Tonda"	1879		Italy	Tuscany	Red wine
2774	Vintage Grand Cru "Grand Millésime"	1377		France	Champagne	Sparkling wine
6565	Ruby LBV Port "Unfiltered"	1663		Portugal	Douro	Port
5817	Seven Acre Shiraz "Greenock Creek"	2452		Australia	South Australia	Red wine
6150	Welschriesling	2574		Austria	Burgenland	White wine
3066	Gewürztraminer "Comtes d'Éguisheim"	259		France	Alsace	White wine
7680	Merlot "Punta Greca"	3041		Croatia	Istria	Red wine
7787	Vintage Extra Brut 1er Cru "La Dame de Coeur"	1344		France	Champagne	Sparkling wine
7674	Chablis Grand Cru "Bougros"	1905		France	Burgundy	White wine
7031	Barolo "Parussi"	1498		Italy	Piemonte	Red wine
3259	Riesling Trocken GG "Frühlingsplätzchen"	1578		Germany	Nahe	White wine
9839	Chardonnay "Catena Alta"	445		Argentina	Mendoza	White wine
641	Giusto di Notri	377		Italy	Tuscany	Red wine
6987	Reserva "Field Blend"	2865		Portugal	Douro	Red wine
9302	Le Joyau "Dominique Leandre-Chevalier"	3577		France	Bordeaux	Red wine
8701	Vougeot 1er Cru "Clos de la Perrière"	1435		France	Burgundy	Red wine
10493	Riesling "Memoria - Le Temps des Copains"	42		France	Loire	White wine
9697	Majuelo del Chivitero "La Seca"	3695		Spain	Castilla y León	White wine
4204	Riesling Trocken "Halgans"	1578		Germany	Nahe	White wine
2169	Bierzo Mencia "Bembibre"	1132		Spain	Castilla y León	Red wine
4461	Rully "La Crée"	2039		France	Burgundy	White wine
7037	Vintage "Le Clos Saint-Hilaire"	491		France	Champagne	Sparkling wine
8789	Bandol "Les Lauves"	3405		France	Provence	Red wine
7784	Vintage Brut Nature "Expression"	1344		France	Champagne	Sparkling wine
6762	Blanc de Noir	2770		Bulgaria	Bulgaria	White wine
5399	Cuvée Bastien	2034		France	Languedoc-Roussillon	Red wine
7633	Vosne-Romanée 1er Cru "Les Chaumes"	85		France	Burgundy	Red wine
6457	Gigondas	2660		France	Rhone	Red wine
5500	Villa Gresti di San Leonardo	2334		Italy	Veneto	Red wine
170	Vintage "Cuvée Seduction"	73		France	Champagne	Sparkling wine
4574	Aloxe-Corton 1er Cru "Les Guérets"	2066		France	Burgundy	Red wine
10017	Morey-Saint-Denis "Les Crais-Gillon"	3821		France	Burgundy	Red wine
9148	Hermitage Blanc "Blanche - Jean-Louis Sélection"	1387		France	Rhone	White wine
3329	Shiraz "AMON-Ra"	197		Australia	South Australia	Red wine
4423	Brut "Tradition"	2020		France	Champagne	Sparkling wine
6385	Grenache "Upside down"	2170		United States	California	Red wine
8964	Pinot Noir "La Rinconada Vineyard"	3449		United States	California	Red wine
3943	Bourgogne Rouge "Vieilles Vignes"	481		France	Burgundy	Red wine
2116	Puligny-Montrachet 1er Cru "Champ Gain"	1101		France	Burgundy	White wine
4667	Appassimento Rosso Passito	2095		Italy	Piemonte	Red wine
5171	Pedro Ximenez "Nectar"	614		Spain	Andalucia	Sweet wine
3671	La Griffe	1726		France	Rhone	Red wine
636	Volnay 1er Cru "Clos de La Rougeotte"	452		France	Burgundy	Red wine
10392	Scheurebe Trockenbeerenauslese "Westhofener Morstein"	3429		Germany	Rheinhessen	Sweet wine
2010	Bourgogne "Les Bons Bâtons"	726		France	Burgundy	Red wine
9688	Extra Brut Grand Cru "Avize - Les Chantereines"	2087		France	Champagne	Sparkling wine
911	Côtes du Roussillon Villages "Occultum Lapidem - Domaine de Bila-Haut"	375		France	Languedoc-Roussillon	Red wine
10447	Blason d'Issan	1341		France	Bordeaux	Red wine
2321	L'dor "Granite"	1192		France	Loire	White wine
7051	Barolo "Grinzane Cavour"	2888		Italy	Piemonte	Red wine
10257	Santorini "Skitali"	3904		Greece	Santorini	White wine
2442	Il Caberlot	366		Italy	Tuscany	Red wine
10182	Chablis Grand Cru "Vaudésirs"	1841		France	Burgundy	White wine
8431	Brunello di Montalcino "Gorelli"	3365		Italy	Tuscany	Red wine
3135	Escondite Del Ardacho El Abundillano	1522		Spain	Rioja	Red wine
3266	Champagne Cuvée Micheline Tanneux	1577		France	Champagne	Sparkling wine
4266	Vintage "Cuvee Speciale Louise"	863		France	Champagne	Sparkling wine
724	Riesling Spätlese "Saarburger Rausch"	426		Germany	Mosel	White wine
6607	Pacherenc du Vic-Bihl Sec	2016		France	South West France	White wine
1342	Margaux	736		France	Bordeaux	Red wine
5968	Montepulciano d'Abruzzo	2355		Italy	Abruzzo	Red wine
7895	Barolo "Cannubi San Lorenzo"	1409		Italy	Piemonte	Red wine
2362	Nuits-Saint-Georges "Vieilles Vignes"	896		France	Burgundy	Red wine
3457	Côte du Rhône "Bout d'Zan"	1656		France	Rhone	Red wine
8975	No label	3454		France	Bordeaux	Red wine
4905	Vintage Blanc de Blanc Grand Cru "Empreinte de Terroir"	3176		France	Champagne	Sparkling wine
6455	Saint Joseph Blanc "Lieu Dit"	346		France	Rhone	White wine
4883	Vintage Meunier "Special Club"	2183		France	Champagne	Sparkling wine
9739	Vintage "Grand Vintage"	1637		France	Champagne	Sparkling wine
828	Brut "Carte Noire"	471		France	Champagne	Sparkling wine
7941	Chapelle Chambertin Grand Cru	1912		France	Burgundy	Red wine
5014	Barolo "Bricco Rocche"	444		Italy	Piemonte	Red wine
5207	Cabernet Sauvignon "Maestro Raro"	1385		Italy	Tuscany	Red wine
7797	Blanc de Noirs	3112		France	Champagne	Sparkling wine
6759	Muscadet Sevre et Maine "Taurus"	42		France	Loire	White wine
8709	Nuits-Saint-Georges Blanc 1er Cru "Clos des Grandes Vignes"	441		France	Burgundy	White wine
8443	d'Aiguilhe	3289		France	Bordeaux	Red wine
5919	Luca	2494		Argentina	Mendoza	Red wine
8249	Barolo "Serralunga"	1570		Italy	Piemonte	Red wine
3163	Bianco "Le Aie"	241		Italy	Piemonte	White wine
2739	Les Petits Vougeots	1365		France	Burgundy	Red wine
8559	Chambolle-Musigny "Les Clos De L'Orme"	1466		France	Burgundy	Red wine
8598	Vintage Blanc de Blancs Extra Brut Grand Cru "Vieille Vigne de Cramant"	676		France	Champagne	Sparkling wine
4176	Vintage "Oenotheque"	1187		France	Champagne	Sparkling wine
6408	Ater Noir	2652		France	Languedoc-Roussillon	Red wine
917	Vintage Madeira "Terrantez"	524		Portugal	Madeira	Sweet wine
706	Pinot Gris "Rotenberg"	235		France	Alsace	White wine
926	Riesling Trocken "Eierfels"	1945		Germany	Nahe	White wine
5923	Meursault "Les Gruyaches"	1221		France	Burgundy	White wine
4314	Barolo "Cannubi - Chiara Boschis"	3263		Italy	Piemonte	Red wine
7883	Livernano	3141		Italy	Tuscany	Red wine
174	Brut Grande Réserve	68		France	Champagne	Sparkling wine
9727	Chardonnay "Jayson"	3711		United States	California	White wine
9935	Vacqueyras "Vieilles Vignes"	3775		France	Rhone	Red wine
6240	Brut Blanc de Blancs Grand Cru "Initial"	2087		France	Champagne	Sparkling wine
892	Riesling Auslese süß "Emilia"	694		Germany	Mosel	White wine
8818	Hommage	2342		United States	Beer & Spirits	Others
9934	Ségla	392		France	Bordeaux	Red wine
10491	Beaune 1er Cru "Boucherottes"	3981		France	Burgundy	Red wine
3110	Gran Fausto	1503		Spain	Castilla y León	Red wine
5152	Nuits-St-Georges 1er Cru "Aux Vignerondes"	77		France	Burgundy	Red wine
8908	Brut Blanc de Noirs Grand Cru	1378		France	Champagne	Sparkling wine
2624	Vintage "Cristal"	428		France	Champagne	Sparkling wine
10300	Rosé Grand Cru "Fut De Chene"	764		France	Champagne	Sparkling wine
9284	Cabernet Sauvignon "GIII Blend"	3557		United States	California	Red wine
9685	Extra Brut 1er Cru "Mareuil Suray - Sous le Mont"	2087		France	Champagne	Sparkling wine
6004	Tawny 10 Years Old Port "Valriz"	2526		Portugal	Douro	Port
840	Trévallon Blanc	479		France	Rhone	White wine
3754	Carbernet Sauvignon "Guarda"	1768		Argentina	Mendoza	Red wine
9298	Eisrébe	440		United States	California	Sweet wine
7467	Pommard 1er Cru	2210		France	Burgundy	Red wine
6492	Barolo "Tortoniano"	2468		Italy	Piemonte	Red wine
2013	Descas	3732		France	Bordeaux	Red wine
9307	Tour Saint Christophe	3581		France	Bordeaux	Red wine
3311	Clos Larcis	1593		France	Bordeaux	Red wine
219	Riesling GG "Frauenberg"	532		Germany	Rheinhessen	White wine
7774	Vouvray Sec "Clos du Bourg"	897		France	Loire	White wine
3722	Pinot Gris "Grossi Laüe" 	261		France	Alsace	White wine
7772	"Cuvée Victor"	1945		Germany	Nahe	White wine
5798	Vintage Blanc de Blancs 1er Cru "Cuvée Marie-Amelie"	2441		France	Champagne	Sparkling wine
9741	Aristargos "David"	2451		South Africa	Western Cape	White wine
6068	Brut "Cuvée Grand Siècle"	2549		France	Champagne	Sparkling wine
5592	Ausone	2384		France	Bordeaux	Red wine
6046	Riesling Trocken "Win Win"	92		Germany	Pfalz	White wine
3166	Libero	1542		Italy	Tuscany	Red wine
5986	Barolo "Bergeisa"	1600		Italy	Piemonte	Red wine
6634	Chassagne-Montrachet 1er Cru "Les Vergers"	2739		France	Burgundy	Red wine
9536	Shiraz "Stonewell"	3149		Australia	South Australia	Red wine
8948	Pinot Noir "Jensen"	3445		United States	California	Red wine
4815	Macon-Verze	1168		France	Burgundy	White wine
10031	Brut Nature Gran Reserva	3825		Spain	Catalonia	Sparkling wine
10423	Sancerre "Cuvée Prestige"	3952		France	Loire	White wine
9906	Tawny 20 Years Port "Barão de Forrester"	1557		Portugal	Douro	Port
6605	Côtes du Rhône	1559		France	Rhone	Red wine
10479	Etna Rosso "Notti Stellate"	3976		Italy	Sicily	Red wine
6757	Cuvée Saint Vincent	2768		France	Rhone	Red wine
2114	Chassagne Montrachet 1er Cru "Blanchot Dessus"	1099		France	Burgundy	White wine
8809	Puligny-Montrachet "Les Enseignères"	3033		France	Burgundy	White wine
8347	Chambrun	3258		France	Bordeaux	Red wine
9378	Riesling Trocken "Cliffhanger"	3601		Germany	Mosel	White wine
7731	The Butcher	3079		Austria	Burgenland	Red wine
9505	Grand Cru "Corton-Charlegmagne"	3619		France	Burgundy	White wine
9584	Condrieu "Vernillon"	1559		France	Rhone	White wine
4657	Trotte Vieille	49		France	Bordeaux	Red wine
9363	Vintage Rosé "Amour de Deutz"	765		France	Champagne	Sparkling wine
9495	Barolo "Bussia - Vigna Colonnello"	3617		Italy	Piemonte	Red wine
6048	Pinot Noir "Fogdog"	440		United States	California	Red wine
7026	Riesling "Ried Heiligenstein"	975		Austria	Kamptal	White wine
10217	Vintage 1er Cru	3895		France	Champagne	Sparkling wine
8804	Fleurie "Clos Vernay"	3413		France	Beaujolais	Red wine
10112	Chateauneuf-du-Pape "Les Quartz"	1244		France	Rhone	Red wine
3999	SolAlto	3239		Italy	Tuscany	Sweet wine
4542	Gutedel Trocken "Bad Bellinger"	2054		Germany	Baden	White wine
9310	Sammarco	1816		Italy	Tuscany	Red wine
3934	Barolo "Sottocastello"	2607		Italy	Piemonte	Red wine
5502	Bishop	197		Australia	South Australia	Red wine
5973	Carnasciale	366		Italy	Tuscany	Red wine
4966	Pinot Gris "Expression"	1752		France	Alsace	White wine
3456	Bianco	1655		Italy	Tuscany	White wine
3408	Riesling GG "Dellchen"	1379		Germany	Nahe	White wine
4894	Brut 1er Cru "Vieilles Vignes"	2191		France	Champagne	Sparkling wine
7363	The Artist Formerly Known as Peach	336		France	Vin de France	Red wine
5527	Marsannay "Clos du Roy"	265		France	Burgundy	Red wine
2965	Barolo "Sarmassa di Barolo"	1228		Italy	Piemonte	Red wine
9332	Blaufränkisch "Necken Markt - Alte Reben"	435		Austria	Burgenland	Red wine
8033	Rouge "Poulprix"	1275		France	Jura	Red wine
3815	Enzo	1798		Argentina	Mendoza	Red wine
2663	Pommard 1er Cru "Epenots"	274		France	Burgundy	Red wine
9776	Grenache "Raven No. 6+7"	2170		United States	California	Red wine
10483	Merlot "Clàs"	2503		Italy	Friuli-Venezia Giulia	Red wine
3532	Musar	913		Lebanon	Bekaa Valley	Red wine
886	Brut "Cuvée Royale"	500		France	Champagne	Sparkling wine
9083	Vintage Blanc de Blancs Grand Cru "Les Chétillons"	490		France	Champagne	Sparkling wine
5432	Meursault "Cuvée Fernand Boyer"	2347		France	Burgundy	White wine
8784	Crozes Hermitage "Aléofane"	3403		France	Rhone	Red wine
9647	Etna Rosso "Archineri"	2873		Italy	Sicily	Red wine
1297	Vosne-Romanée 1er Cru "Les Malconsorts"	721		France	Burgundy	Red wine
5833	Gewürztraminer "Expression"	1752		France	Alsace	White wine
1762	Trockenbeerenauslese	95		Germany	Rheinhessen	Sweet wine
10028	Chateauneuf-du-Pape "Deus Ex Machina"	940		France	Rhone	Red wine
2674	Moulin-à-Vent "Clos du Grand Carquelin"	1336		France	Beaujolais	Red wine
10211	Vintage "Toulette - Special Club"	2204		France	Champagne	Sparkling wine
4395	Blaufränkisch "Hochegg"	701		Austria	Steiermark	Red wine
8638	Puligny-Montrachet 1er Cru "Folatières"	874		France	Burgundy	White wine
3718	Ribera del Duero "Preludio"	1751		Spain	Castilla y León	Red wine
4464	Meursault "Porusot"	2041		France	Burgundy	White wine
9303	Domaine de l'A 	3578		France	Bordeaux	Red wine
4422	Ploussard "Point Barre"	2019		France	Jura	Red wine
4839	Fixin	85		France	Burgundy	Red wine
4154	Priorat "Mas de Masos"	2050		Spain	Catalonia	Red wine
7204	Maison Blanche	2935		France	Bordeaux	Red wine
1765	Trockenbeerenauslese "Zweigelt"	915		Austria	Burgenland	Sweet wine
3779	Uno, Seiuno Otto	1470		Italy	Tuscany	Red wine
9489	Côte de Beaune	274		France	Burgundy	White wine
4455	Alt.433M	2036		France	Languedoc-Roussillon	Red wine
7703	Vild Dansk Cider "Sig Natur"	3059		Denmark	Denmark	Cider
5781	Cairanne "Xavier"	337		France	Rhone	Red wine
8814	Pinot Noir "The South Slope Vineyard"	1677		United States	California	Red wine
7367	Malbec "Catena Alta"	445		Argentina	Mendoza	Red wine
9898	Shiraz "Barossa"	3149		Australia	South Australia	Red wine
6995	Etna Rosso "'a Rina"	1938		Italy	Sicily	Red wine
2232	Tinto "Gran Assemblage"	1164		Argentina	Mendoza	Red wine
8937	Extra Brut "Les Barres"	3441		France	Champagne	Sparkling wine
4028	Vintage "Bacchus"	471		France	Champagne	Sparkling wine
9666	Maderia "Malmsey - Duke of Clarence"	524		Portugal	Madeira	Sweet wine
10437	Riesling GG "Hochheim Hölle"	1515		Germany	Rheingau	White wine
175	Vintage Extra Brut Grand Cru	69		France	Champagne	Sparkling wine
6409	Haux "Grande Réserve"	473		France	Bordeaux	Red wine
1037	Santenay	443		France	Burgundy	Red wine
570	Fombrauge	1071		France	Bordeaux	Red wine
918	Taccalite Tiburzi	525		Italy	Umbria	Red wine
1947	Coteaux Bourguignons	978		France	Burgundy	Red wine
1470	Vintage "La Grande Dame"	315		France	Champagne	Sparkling wine
4830	Grenache "Dank Blossom"	2170		United States	California	Red wine
6582	Chateauneuf-du-Pape "Côtes Capelan"	1856		France	Rhone	Red wine
6251	Monthelie	2348		France	Burgundy	Red wine
5887	Seguret	2482		France	Rhone	Red wine
3326	Barolo "Bergera Pezzole"	1600		Italy	Piemonte	Red wine
472	Savigny-les-Beaune 1er Cru "Serpentières"	274		France	Burgundy	Red wine
8817	Oude Geuze	2342		United States	Beer & Spirits	Others
10037	Chateau Laforge 	3827		France	Bordeaux	Red wine
7961	Un Jour de 1911	1328		France	Champagne	Sparkling wine
2281	Priorat "Torroja"	1180		Spain	Catalonia	Red wine
7339	Pauillac de Lynch-Bages	2023		France	Bordeaux	Red wine
7962	Vintage "DK Selection"	2232		France	Champagne	Sparkling wine
5542	Barolo "Bricco Luciani"	2367		Italy	Piemonte	Red wine
6981	Crozes-Hermitage "La Guiraude"	906		France	Rhone	Red wine
9833	Vintage Blanc de Blancs 1er Cru "Special Club"	842		France	Champagne	Sparkling wine
9960	Paloumey	3796		France	Bordeaux	Red wine
1152	Savennières "Les Vieux Clos"	582		France	Loire	White wine
9517	Bourgogne Hautes-Côtes de Nuits Blanc "Clos Saint-Philibert"	85		France	Burgundy	White wine
7242	Barbaresco "Pora"	2952		Italy	Piemonte	Red wine
10147	Chénas "Chassignol"	3866		France	Beaujolais	Red wine
6417	Barolo "Tre Tine"	877		Italy	Piemonte	Red wine
646	Poggio Alle Nane	379		Italy	Tuscany	Red wine
5492	Morey-Saint Denis 1er Cru "Clos Des Monts Luisants - Très Vieilles Vignes"	1912		France	Burgundy	White wine
3283	Saint-Joseph "Le Clos"	375		France	Rhone	Red wine
8019	Hermitage "Domaine des Tourettes"	1014		France	Rhone	Red wine
505	Gevrey-Chambertin "Vignes du Duc"	294		France	Burgundy	Red wine
3410	Trockenbeerenauslese "Neuburger"	3678		Austria	Burgenland	Sweet wine
1012	Brunello di Montalcino "Vigna Loreto"	580		Italy	Tuscany	Red wine
117	Las Umbrias	41		Spain	Madrid	Red wine
9127	Savigny-Lès-Beaune 1er Cru "Les Talmettes"	1721		France	Burgundy	Red wine
5451	Extra Brut Blanc de Noirs	1366		France	Champagne	Sparkling wine
9699	Meursault 1er Cru "Le Porusot"	2210		France	Burgundy	White wine
649	Volnay 1er Cru "Les Champans"	380		France	Burgundy	Red wine
4835	Nuits-Saint-Georges 1er Cru "Les Perrieres"	85		France	Burgundy	Red wine
6415	Gran Corte	2655		Argentina	Mendoza	Red wine
10152	Merlot "Three Palms Vineyard"	1717		United States	California	Red wine
10114	Bianco "Munjebel"	1397		Italy	Sicily	White wine
9353	Côte-Rôtie "Cote Blonde"	2760		France	Rhone	Red wine
1984	Blanc de Blancs Grand Cru "Réserve"	1026		France	Champagne	Sparkling wine
8600	Vintage Brut Impérial	939		France	Champagne	Sparkling wine
8826	Meursault-Goutte d'Or 1er Cru	1124		France	Burgundy	White wine
8785	Cote de Brouilly "Les Griottes de Brulhié"	2947		France	Beaujolais	Red wine
1745	Givry 1er Cru "Servoisine"	904		France	Burgundy	Red wine
5409	Stout Rullquin	2343		Belgium	Belgium	Others
8509	Monteregio di Massa Marittima "Terre di Fiori"	1061		Italy	Tuscany	Red wine
10486	Riesling Auslese "Sommerhäuser Steinbach"	2500		Germany	Franken	White wine
1264	Barbaresco "Montefico - Vecchie Vigne"	708		Italy	Piemonte	Red wine
5238	Puligny-Montrachet "Les Enseigneres"	1239		France	Burgundy	White wine
7434	Barolo Riserva "Granbussia"	438		Italy	Piemonte	Red wine
9625	Yvecourt	3658		France	Bordeaux	Red wine
2353	Puligny-Montrachet 1er Cru "La Truffiere"	1209		France	Burgundy	White wine
6201	Rosso "Poderi del Bello Ovile"	677		Italy	Tuscany	Red wine
8946	La Joie	3443		United States	California	Red wine
2488	Côtes du Jura Blanc "Les Chalasses Marnes Bleues"	1275		France	Jura	White wine
1151	Beaune "Les Beaux et Bons"	652		France	Burgundy	Red wine
6501	Larrivet Haut-Brion	2674		France	Bordeaux	Red wine
8619	La Dauphine	3356		France	Bordeaux	Red wine
4862	Vintage "Jeff Koons"	1187		France	Champagne	Sparkling wine
7210	Moulis	1115		France	Bordeaux	Red wine
8773	Minervois "La Ciaude"	3395		France	Languedoc-Roussillon	Red wine
6940	Rosso "Il Frappato"	2852		Italy	Sicily	Red wine
10379	Vintage Brut Nature "Fidéle"	1269		France	Champagne	Sparkling wine
3236	Grange des Péres	1565		France	Vin de Pays	Red wine
671	Shiraz	396		Australia	South Australia	Red wine
6276	Syrah "Dark Blossom"	2170		United States	California	Red wine
4697	Winemakers' Selection	2120		Macedonia	Macedonia	Red wine
6331	Ruby Reserva Port	953		Portugal	Douro	Port
