Id	Name	ProducerId	Appellation	Country	Region	WineType
1624	Vosne-Romanée "Village"	849		France	Burgundy	Red wine
7274	Mazy-Chambertin Grand Cru	962		France	Burgundy	Red wine
1942	Pinot Noir "Riva Ranch"	1006		United States	California	Red wine
4715	Plaisance-Branne	2130		France	Bordeaux	Red wine
2845	Albarino	1398		Portugal	Minho	White wine
1036	Côtes Catalanes "El Sarrat"	590		France	Vin de Pays	Red wine
1338	Latour-Martillac	1248		France	Bordeaux	Red wine
6300	Rully 1er Cru Pillot	2346		France	Burgundy	White wine
9803	Faugeres	2923		France	Bordeaux	Red wine
5240	Riesling Kabinett "Scharzhofberger"	654		Germany	Mosel	White wine
1830	Riesling Trocken GG "Morstein"	946		Germany	Rheinhessen	White wine
1846	Rondo "Utopia"	952		Denmark	Denmark	Red wine
8288	Cumulo Nimbus	3241		France	Languedoc-Roussillon	Red wine
7440	Gevrey-Chambertin "Mes Cinq Terroirs"	320		France	Burgundy	Red wine
882	Chardonnay "Maté's Vineyard"	499		New Zealand	Auckland	White wine
4104	Moscato d'Oro	1916		United States	California	White wine
3191	Barolo Riserva "Bussia - Vigna Mondoca"	1413		Italy	Piemonte	Red wine
1280	Amarone della Valpolicella Classico "Ca' Coato"	714		Italy	Veneto	Red wine
9478	Ruby Vintage Port "Royal Oporto"	1719		Portugal	Douro	Port
579	Rosso "Pazzesco"	321		Italy	Tuscany	Red wine
4371	La... deuse...	1994		France	Savoie	Red wine
3717	Gewurztraminer "Jubilee Hugel"	261		France	Alsace	White wine
1847	Cabernet Sauvignon "SLV"	1198		United States	California	Red wine
9180	Cote du Vivarais	3517		France	Rhone	Red wine
5462	Vino Rosato "Svicc"	886		Italy	Piemonte	Rose
8965	Pinot Noir "Bien Nacido Vineyard"	3449		United States	California	Red wine
202	Riesling Trocken GG "Kalkofen"	92		Germany	Pfalz	White wine
1082	Gres de Montpellier "Trinitas"	615		France	Languedoc-Roussillon	Red wine
8119	Corton Grand Cru "Le Clos du Roi"	2385		France	Burgundy	Red wine
139	Muscadet "Orthogneiss"	42		France	Loire	White wine
101	Nova Domus	31		Italy	Trentino-Alto Adige	White wine
8712	Bourgogne Rouge "Bedeau"	3350		France	Burgundy	Red wine
2480	Je Suis Vire "Phillippe Valette"	1121		France	Burgundy	White wine
1412	Vintage Blanc de Blancs "Amour de Deutz"	765		France	Champagne	Sparkling wine
8896	Spätburgunder "S"	95		Germany	Rheinhessen	Red wine
304	Pinot Noir "Mornington Peninsula"	170		Australia	Victoria	Red wine
5384	Bourgogne Pre Aux Dames	2332		France	Burgundy	White wine
7245	Zweigelt	2574		Austria	Burgenland	Red wine
9549	Meursault "Les Narvaux"	3630		France	Burgundy	White wine
188	Côte Rôtie	81		France	Rhone	Red wine
9894	Gewurztraminer "Cuvée Sélectionnée"	3757		France	Alsace	White wine
787	Corton Blanc Grand Cru	458		France	Burgundy	White wine
3261	Extra Brut 1er Cru "Le Chemin des Chappes"	1574		France	Champagne	Sparkling wine
7641	Barolo "Pajana"	1148		Italy	Piemonte	Red wine
7999	Brunello di Montalcino "Orciaia"	25		Italy	Tuscany	Red wine
1307	Savigny-Les-Beaune 1er Cru "Les Narbantons"	724		France	Burgundy	Red wine
5815	B de Alexandria	2450		South Africa	Western Cape	White wine
764	Malbec "Fortuna Terrae - Adrianna Vineyard"	445		Argentina	Mendoza	Red wine
8841	Zinfandel "Director's Cut"	3418		United States	California	Red wine
9923	Chevalier de Bayard Blanc	3769		France	Vin de Pays	White wine
10090	Shiraz Reserve "M"	3851		Australia	South Australia	Red wine
4684	Andron	2111		France	Bordeaux	Red wine
10459	Ribera del Duero "Regina Vides"	1608		Spain	Castilla y León	Red wine
2027	Andron Blanquet	1048		France	Bordeaux	Red wine
9861	Shiraz "The Thing"	3754		Australia	South Australia	Red wine
2021	Lafite Rothschild	1045		France	Bordeaux	Red wine
8437	Tauzinat l'Hermitage	3286		France	Bordeaux	Red wine
5543	Maranges 1er Cru	274		France	Burgundy	Red wine
9649	Etna Bianco "Arcurìa"	1936		Italy	Sicily	White wine
9944	Vin de Pays Rouge	3783		Switzerland	Thurgau	Red wine
4397	Emilia Rosso "Sassoscuro"	2011		Italy	Emilia-Romagna	Red wine
4505	Clos de la Roche	443		France	Burgundy	Red wine
7998	Bourgogne Rouge "Pinot Fin"	1756		France	Burgundy	Red wine
10091	Shiraz Reserve "R"	3851		Australia	South Australia	Red wine
9309	Vino Nobile di Montepulciano Riserva	3583		Italy	Tuscany	Red wine
738	Shiraz "Stellenbosch"	432		South Africa	Western Cape	Red wine
6379	Pluribus	2646		United States	California	Red wine
9583	Etna Bianco "Il Musmeci"	3640		Italy	Sicily	White wine
1541	Riesling Auslese "Haus Klosterberg"	531		Germany	Mosel	White wine
4960	Riesling Auslese "Nierstein Pettenthal"	95		Germany	Rheinhessen	White wine
7170	Grand Corbin-Despagne	2924		France	Bordeaux	Red wine
3347	Haut-medoc	1609		France	Bordeaux	Red wine
4992	Chassagnes-Montrachet "Les Perclos"	2215		France	Burgundy	White wine
5528	Rol Valentin	2363		France	Bordeaux	Red wine
10051	Grande Cuvée "158ème Edition"	3		France	Champagne	Sparkling wine
4506	Latricieres Chambertin	443		France	Burgundy	Red wine
9214	Cabernet Sauvignon "St. Andrews"	3534		Australia	South Australia	Red wine
7397	Puligny-Montrachet 1er Cru "La Truffière"	2977		France	Burgundy	White wine
169	Brut Blanc de Noirs	72		France	Champagne	Sparkling wine
2172	Cercatoja 	1133		Italy	Tuscany	Red wine
9827	Morey-Saint-Denis 1er Cru "Les Blanchards"	1721		France	Burgundy	Red wine
2460	Le Champignon Magique	1260		France	Burgundy	White wine
1821	Brut 1er Cru "Clos du Moulin"	943		France	Champagne	Sparkling wine
7213	de Pez	2942		France	Bordeaux	Red wine
9235	Old Wine Zinfandel "Mokelumme River"	3547		United States	California	Red wine
4714	Frank Phélan	1607		France	Bordeaux	Red wine
1991	Riesling Beerenauslese "Schweicher Annaberg"	914		Germany	Mosel	Sweet wine
8727	Gevrey-Chambertin "Aux Etelois"	1390		France	Burgundy	Red wine
268	Il I Massi Chianti Classico	144		Italy	Tuscany	Red wine
2106	Champagne Perrier Jouët	1092		France	Champagne	Sparkling wine
6189	Grand Cru Grand Bouquet	2185		France	Champagne	Sparkling wine
10012	Barbera d'Alba "Bussia"	122		Italy	Piemonte	Red wine
4748	Barolo Riserva "Bussia"	390		Italy	Piemonte	Red wine
4695	Dolcetto d'Alba "Vagnona"	2119		Italy	Piemonte	Red wine
3890	Zovo	1829		Italy	Veneto	Red wine
3961	Messorio	488		Italy	Tuscany	Red wine
3284	Ermitage Rouge "Les Greffieux"	375		France	Rhone	Red wine
3850	Chianti Classico Riserva "Cortevecchia"	1810		Italy	Tuscany	Red wine
2167	Valpolicella Superiore	1131		Italy	Veneto	Red wine
3048	Spiga	1479		Spain	Castilla y León	Red wine
134	Chateauneuf-du-Pape Rouge "Cuvée Laurence"	53		France	Rhone	Red wine
8562	Meursault 1er Cru "Clos des Bouchères"	2041		France	Burgundy	White wine
5953	Corton Grand Cru "Les Chaumes"	2514		France	Burgundy	Red wine
3652	Auxey-Duresses Les Ecusseaux	1712		France	Burgundy	Red wine
1131	Cabernet Sauvignon "Game Ranch"	645		United States	California	Red wine
7836	Meursault 1er Cru "Poruzots"	1217		France	Burgundy	White wine
1875	Rosso del Duca	964		Italy	Abruzzo	Red wine
9191	Chambolle-Musigny "Fremières"	2436		France	Burgundy	Red wine
3262	Barbaresco "Cottá"	1172		Italy	Piemonte	Red wine
7974	Rosé 1er Cru "La Subtilite"	1367		France	Champagne	Sparkling wine
1156	Oloroso "Line 1730"	656		Spain	Andalucia	Sweet wine
9635	Guiry	3667		Italy	Emilia-Romagna	Red wine
6283	Bourgogne "Pinot Noir"	728		France	Burgundy	Red wine
9807	Chateauneuf-du-Pape "Cuvée Grande Garde"	3741		France	Rhone	Red wine
9227	Pinot Noir "Quarter Moon Vineyard"	440		United States	California	Red wine
4868	Vintage Grand Cru "Gabriel"	2178		France	Champagne	Sparkling wine
10095	Les 1er Ponts	1235		France	Burgundy	Red wine
102	Quarz	31		Italy	Trentino-Alto Adige	White wine
6386	Grenache "The line"	2170		United States	California	Red wine
7279	Clos de l'Oratoire	2960		France	Bordeaux	Red wine
9954	Nvilla Flvat in Caiano Qvis Non Meminisse Velis	237		France	Vin de Pays	Red wine
3959	AN	1854		Spain	Balearic Islands	Red wine
8634	Grenache	664		South Africa	Western Cape	Red wine
8779	Morgon "Cuvée Vieilles Vignes"	3399		France	Burgundy	Red wine
9253	Mercurey 1er Cru "Carline - Clos des Champs Martin"	3554		France	Burgundy	Red wine
6159	Penedes Gran Reserva	2580		Spain	Catalonia	Red wine
506	Chateauneuf-du-Pape "Cuvée de la Reine Jeanne"	295		France	Rhone	Red wine
2177	Xarello Pairal	1136		Spain	Castilla y León	Red wine
7706	Recioto della Valpolicella Classico	3062		Italy	Veneto	Sweet wine
322	Sansi	182		Italy	Piemonte	Red wine
6039	Brut "Perle Noire"	2536		France	Champagne	Sparkling wine
6602	Mev. Kirsten	678		South Africa	Western Cape	White wine
3151	Rioja Reserva "Roda"	1533		Spain	Rioja	Red wine
3124	Classic Cuvee	1514		United Kingdom	England	Sparkling wine
3202	Bonanova	1543		Italy	Piemonte	Red wine
9559	Spätburgunder "Grossheubach Alte Reben"	3415		Germany	Franken	Red wine
8933	Vintage "Expérience"	3372		France	Champagne	Sparkling wine
2509	Extra Brut "Les Beguines"	1272		France	Champagne	Sparkling wine
1620	Puligny Montrachet 1er Cru "La Garenne"	845		France	Burgundy	White wine
10272	Chablis Monopole "Clos Béru"	3909		France	Burgundy	White wine
4701	La Claymore	2124		France	Bordeaux	Red wine
9195	Barbera d'Alba "Cerretta"	1395		Italy	Piemonte	Red wine
10223	Vintage Extra Brut Pinot Noir 1er Cru "Parcellaire Chaillots - Cuvée Limitée"	3895		France	Champagne	Sparkling wine
8069	Brunello di Montalcino "Sesti"	25		Italy	Tuscany	Red wine
339	Grenache Shiraz Mourvèdre "The Ironstone Pressings"	191		Australia	South Australia	Red wine
4459	Savigny-Les-Beaune 1er Cru	2037		France	Burgundy	Red wine
3766	Zinfandel "Sonoma Heritage Vines"	1776		United States	California	Red wine
7425	Vosne-Romanée "Les Hautes Maizières"	1756		France	Burgundy	Red wine
4234	Chenin Blanc	1953		South Africa	Western Cape	White wine
8504	Brut Rosé "Grande Réservé"	3317		France	Champagne	Sparkling wine
3409	Valpolicella Superiore "Monte Lodoletta"	17		Italy	Tuscany	Red wine
9564	Guidalberto	130		Italy	Tuscany	Red wine
2711	Chassagne-Montrachet "La Maltroie"	1217		France	Burgundy	White wine
1616	Tinto "Monte Meao"	1812		Portugal	Douro	Red wine
8797	Chablis 1er Cru "Cote de Lechet"	2968		France	Burgundy	White wine
9821	Pommard 1er Cru "Les Arvelets"	481		France	Burgundy	Red wine
7781	Beaune "Les Bons Feuves"	3107		France	Burgundy	Red wine
3479	Le Fleur Petrus	477		France	Bordeaux	Red wine
5166	Vieux Clos St Emilion	2253		France	Bordeaux	Red wine
1849	Blanc "Grains Nobles"	954		France	Alsace	White wine
5834	Spätburgunder	2459		Germany	Ahr	Red wine
8406	Pinot Noir "Anderson Valley"	3275		United States	California	Red wine
5380	La Fage	2330		France	South West France	Red wine
208	Lilian Ladouys	96		France	Bordeaux	Red wine
3951	Montrose	112		France	Bordeaux	Red wine
8466	Gravillot	3298		France	Bordeaux	Red wine
4681	Vina Ramona	2108		Spain	Rioja	Red wine
9250	Rosso di Montalcino	949		Italy	Tuscany	Red wine
5728	Feudi di Gambatesa	2413		Italy	Molise	Red wine
5618	Côte-Rôtie "Maestria"	2388		France	Rhone	Red wine
4795	Cabernet Sauvignon Gran Reserva	221		Chile	Maipo Valley	Red wine
7632	Nuits-Saint-Georges 1er Cru "Aux Murgers"	85		France	Burgundy	Red wine
771	Bâtard-Montrachet Grand Cru	2090		France	Burgundy	White wine
4315	Barolo "Gancia"	821		Italy	Piemonte	Red wine
7834	Nuits-Saint-Georges 1er Cru "Les Cailles"	896		France	Burgundy	Red wine
1794	Nebbiolo d'Alba	2220		Italy	Piemonte	Red wine
4638	Chassagne-Montrachet 1er Cru "Les Ruchottes"	1239		France	Burgundy	White wine
7159	Tamaioasa Romaneasca	2920		Romania	Romania	White wine
10165	Vintage "Marc Newton"	1187		France	Champagne	Sparkling wine
10079	Merlot - Howell Mountain "Private Reserve"	257		United States	California	Red wine
3653	Volnay 1er Cru "Pitures"	1713		France	Burgundy	Red wine
9756	Grechetto dei Colli Martani	3721		Italy	Umbria	White wine
9496	Barolo "Specola"	3618		Italy	Piemonte	Red wine
6034	Pommard 1er Cru "Les Grands Epenots"	2535		France	Burgundy	Red wine
9003	Clauzet	3463		France	Bordeaux	Red wine
7219	Bordeaux Blanc Sec	596		France	Bordeaux	White wine
8044	Brut Rosé "Cuvée Rosé"	2549		France	Champagne	Sparkling wine
1715	Smagskasse	3520		France	Bordeaux	Others
9534	Nero d'Avola "Contrada"	634		Italy	Sicily	Red wine
4817	Syrah "Blewitt Springs - Onkaparinga"	1459		Australia	South Australia	Red wine
3168	Priorat	1171		Spain	Catalonia	Red wine
8792	Macon Milly-Lamartine "Clos du Four"	3408		France	Burgundy	White wine
1902	Barbaresco "Nubiola"	982		Italy	Piemonte	Red wine
4475	Chambolle-Musigny "Les Combottes"	1225		France	Burgundy	Red wine
4884	Vintage Pinot Noir "Special Club"	2184		France	Champagne	Sparkling wine
5210	Serralunga d'Alba	1498		Italy	Piemonte	Red wine
2995	Syrah "Astralis"	1459		Australia	South Australia	Red wine
8096	Hospices de Beaune "Corton"	816		France	Burgundy	Red wine
8949	Pinot Noir "Selleck"	3445		United States	California	Red wine
9038	Pichon Longueville Comtesse de Lalande	1334		France	Bordeaux	Red wine
4573	Réserve de la Chevre Noire	2066		France	Burgundy	Red wine
7266	Chassagne-Montrachet 1er Cru "Clos de la Boudriotte"	1231		France	Burgundy	Red wine
3215	Barolo "Terlo Ravera"	1555		Italy	Piemonte	Red wine
258	Corte A	135		Argentina	Mendoza	Red wine
3256	Barolo "Broglio"	376		Italy	Piemonte	Red wine
1456	Riesling GG "Uhlen B"	785		Germany	Mosel	White wine
9300	Iscider "38 Brix"	3576		Sweden	Sweden	Sweet wine
4785	Rully 1er Cru "Clos St. Jacques"	2158		France	Burgundy	White wine
5941	Eagles Nest	2508		South Africa	Western Cape	Red wine
2934	Volnay "Clos des Chenes"	1350		France	Burgundy	Red wine
4443	Vintage "Le Mesnil"	2031		France	Champagne	Sparkling wine
10476	Vino del Poggio "Navel"	3974		Italy	Emilia-Romagna	Red wine
4329	Syrah "Domaine Clarendon"	1459		Australia	South Australia	Red wine
10398	Chassagne-Montrachet 1er Cru "La Romanée"	3945		France	Burgundy	White wine
7970	Chambertin Clos de Bèze "Cuvée Vieilles Vignes"	978		France	Burgundy	Red wine
165	Brut Réserve Grand Cru "L'atavique"	68		France	Champagne	Sparkling wine
8885	Clos de Tart Grand Cru	3423		France	Burgundy	Red wine
4308	Barolo "Moncucco"	1801		Italy	Piemonte	Red wine
10036	Le Gay	3798		France	Bordeaux	Red wine
9696	BriO de Cantenac-Brown	388		France	Bordeaux	Red wine
10060	Shiraz Reserve	3839		Australia	South Australia	Red wine
9068	Ruby Vintage Port "Secundum"	1165		Portugal	Douro	Port
3969	Joven Roble	1858		Spain	Castilla y León	Red wine
2756	Crozes-Hermitage - Cuvée Gaby	1371		France	Rhone	Red wine
10247	Pinot Noir "Kestener Herrenberg"	1944		Germany	Mosel	Red wine
1577	Riesling "Heimbourg"	235		France	Alsace	White wine
1357	Tokaji "Szamorodni"	742		Hungary	Tokaj	Sweet wine
3775	Il Castagno	1467		Italy	Tuscany	Red wine
3948	Tertre Roteboeuf	1850		France	Bordeaux	Red wine
3270	Barolo Bussia	1580		Italy	Piemonte	Red wine
5003	Riesling "Alte Reben - La Borne"	946		Germany	Rheinhessen	White wine
9997	Pinot Noir "Le Pré du Col Vineyard"	3524		United States	Oregon	Red wine
3211	Riesling "Grosser Durst"	2625		Germany	Pfalz	White wine
9609	Fitou "Cuvée Tradition"	3649		France	Languedoc-Roussillon	Red wine
9179	Brut "Cuvée Chardonnay & Pinot Noir"	193		Australia	South Australia	Sparkling wine
1125	Cabernet Sauvignon "Hilary Goldschmidt"	645		United States	California	Red wine
4026	Barbera d'Alba "Tre Vigne"	122		Italy	Piemonte	Red wine
10159	Pinot Noir "Clos du Letzenberg"	3870		France	Alsace	Red wine
3172	Danish Error Wine			Denmark	Denmark	Red wine
6336	La Mula	2639		Spain	Castilla y León	Red wine
9118	Riserva Tinto	3492		Portugal	Colares	Red wine
10103	La Réserve de Léoville Barton	1078		France	Bordeaux	Red wine
686	Amarone della Valpolicella Classico "Villa Rizzardi"	1316		Italy	Veneto	Red wine
10478	Soave Classico "Monte Grande"	2534		Italy	Veneto	White wine
6161	Campo Viejo Gran Reserva	2122		Spain	Rioja	Red wine
4323	Signature	1978		South Africa	Western Cape	Red wine
4986	Naudin-Larchey	2214		France	Bordeaux	Red wine
8507	Brut Tradition	67		France	Champagne	Sparkling wine
10265	Ruby Port "Successora de Dona Antónia Adelaide Ferreira"	3907		Portugal	Douro	Port
9901	Banyuls Rimage	3759		France	Languedoc-Roussillon	Red wine
94	Vacqueyras "Cuvée Floureto"	24		France	Rhone	Red wine
1176	Furmint Barrique	667		Hungary	Tokaj	White wine
7427	Meursault 1er Cru "Sous le dos d'Ane"	1168		France	Burgundy	White wine
9245	Moulin-à-Vent "Croix des Vérillats"	3551		France	Beaujolais	Red wine
9159	Chateauneuf-du-Pape "Syrah"	12		France	Rhone	Red wine
1952	Saint-Michel	1012		France	Bordeaux	Red wine
4682	Sopra Sasso Amarone	2109		Italy	Veneto	Red wine
2849	Vinho Tinto "Pintas Character"	594		Portugal	Douro	Red wine
8068	Colli di Salerno	3210		Italy	Campania	Red wine
231	Riesling Spätlese "Erdener Prälat"	110		Germany	Mosel	White wine
8824	La Colline	2431		France	Rhone	Red wine
1155	Amontillado Fino "El Tresillo"	655		Spain	Andalucia	Sweet wine
5971	Ribera del Duero "Pícaro del Aguila"	328		Spain	Castilla y León	Red wine
8087	Juline	374		France	Rhone	Red wine
9154	Chateauneuf-du-Pape "Cuvee du Papet"	45		France	Rhone	Red wine
4933	Blanc de Blancs Extra Brut 1er Cru "Les Terres Fines"	2205		France	Champagne	Sparkling wine
8760	Minervois "EnVie"	3393		France	Languedoc-Roussillon	Red wine
3235	Cornas "Les Chailles"	1564		France	Rhone	Red wine
10080	Proprietary Red	3711		United States	California	Red wine
942	Patache d'Aux	1036		France	Bordeaux	Red wine
10061	Chateau Corton Grancey Grand Cru	123		France	Burgundy	Red wine
1203	Barbera d'Alba Sovrana	681		Italy	Piemonte	Red wine
2110	Laniote	3670		France	Bordeaux	Red wine
8811	Chenin Blanc "La Désirée"	3416		France	Loire	White wine
6945	Etna Rosso "Santo Spirito"	2856		Italy	Sicily	Red wine
10132	Ruby Vintage Port "Dalva - House Reserve"	1029		Portugal	Douro	Port
2265	Vintage Blanc de Blancs Extra Brut "Les Rachais"	789		France	Champagne	Sparkling wine
338	Bin 28	187		Australia	South Australia	Red wine
6410	Vieux-Guinot Grand Cru	2653		France	Bordeaux	Red wine
2558	Sauternes "Brumes de La Tour Blanche"	1303		France	Sauternes	Sweet wine
7824	Brut Nature "l'Appétillant"	1639		France	Loire	Sparkling wine
586	Saint-Joseph "Hedonism"	329		France	Rhone	Red wine
10023	Fonroque	3384		France	Bordeaux	Red wine
5880	Arqueta "Collioure"	2462		France	Languedoc-Roussillon	Red wine
1763	Rieslaner Beerenauslese "Monsheim Silberberg"	95		Germany	Rheinhessen	Sweet wine
9391	Barolo "Lecinquevigne"	120		Italy	Piemonte	Red wine
4892	Vintage Grand Cru "Cuvée 1522"	2190		France	Champagne	Sparkling wine
9082	Magrez "Tivoli"	158		France	Bordeaux	Red wine
7806	Brunello di Montalcino Riserva "Phenomena - Sesti"	25		Italy	Tuscany	Red wine
3388	Pommard 1er Cru "Les Charmots"	1623		France	Burgundy	Red wine
10070	Lambrusco dell'Emilia "Quaresimo"	3847		Italy	Emilia-Romagna	Sparkling wine
6742	Riesling Grand Cru "Schlossberg - Cuvée Saint Catherine"	2485		France	Alsace	White wine
10388	Riesling Trocken "Bechtheimer Geyersberg"	631		Germany	Rheinhessen	White wine
10407	Douro Branco "Vinha de Martim"	1947		Portugal	Douro	White wine
4562	Pic Saint Loup "La Closerie du Pic"	1907		France	Languedoc-Roussillon	Red wine
2028	Rioja Gran Reserva	56		Spain	Rioja	Red wine
7728	Jester	3078		Australia	South Australia	Red wine
9731	Old Vines Moscatel "No 3"	3714		Spain	Andalucia	Sweet wine
1842	Chassagne Montrachet 1er Cru "Morgeot"	443		France	Burgundy	White wine
10428	Saint-Pourcain "Les Deux Clochers"	3955		France	Loire	Red wine
7788	Brut 1er Cru "Bulle de Rosé"	1344		France	Champagne	Sparkling wine
8985	Calvet	3457		France	Bordeaux	Red wine
9336	Échézeaux Grand Cru	2239		France	Burgundy	Red wine
3559	Vintage Rosé "Grand Vintage"	939		France	Champagne	Sparkling wine
4972	Optimus "Sec"	1754		France	Alsace	White wine
1288	Amarone della Valpolicella "La Corte del Pozzo"	718		Italy	Veneto	Red wine
10066	Bourgogne Aligoté "Les Plumes"	3844		France	Burgundy	White wine
4375	Perricone "Arturo di Lanzeria"	1997		Italy	Sicily	Red wine
8830	Pinot Noir "The North Slope Vineyard"	1677		United States	California	Red wine
200	Riesling Trocken "Paradiesgarten"	92		Germany	Pfalz	White wine
9746	Barolo "Riserva Speciale"	866		Italy	Piemonte	Red wine
10384	Chapelle-Chambertin Grand Cru "Vieilles Vignes"	80		France	Burgundy	Red wine
3548	Sauternes "Cuveé Exceptionnelle"	1683		France	Sauternes	Sweet wine
8705	Puligny-Montrachet 1er Cru "Les Referts"	845		France	Burgundy	White wine
767	Barbaresco "Albesani Vigna Santo Stefano"	2220		Italy	Piemonte	Red wine
4993	Saint-Aubin Blanc 1er Cru "En Remilly"	457		France	Burgundy	White wine
8745	Hvide Bobler	3385		Denmark	Denmark	Sparkling wine
9626	Dintrans	3659		France	Bordeaux	Red wine
2042	Napanook	1057		United States	California	Red wine
1581	Altenberg de Bergheim Grand Cru	834		France	Alsace	White wine
5305	Vintage Extra Brut Blanc de Noirs Grand Cru	2291		France	Champagne	Sparkling wine
288	Passion d'Une Vie	158		France	Languedoc-Roussillon	Red wine
6657	Pinot Noir "FEL"	2321		United States	California	Red wine
1673	Alter Ego	2		France	Bordeaux	Red wine
10275	Pinot Noir Les Parcelles Rares "Les Varrons"	2025		France	Jura	Red wine
1324	Pommard 1er Cru "Clos Migot"	728		France	Burgundy	Red wine
9826	Riesling Spätlese "Krettnacher Euchariusberg"	3748		Germany	Mosel	White wine
8636	Corton Perrieres Grand Cru	874		France	Burgundy	Red wine
1332	Pommard-Epenots 1er Cru	729		France	Burgundy	Red wine
8465	Mouton Baron Philippe	3297		France	Bordeaux	Red wine
3133	Rosé Brut	1520		France	Champagne	Sparkling wine
1694	Barolo Riserva "Vigneto Rocchette"	858		Italy	Piemonte	Red wine
8828	Meursault "Désirée"	1124		France	Burgundy	White wine
7782	Volnay "Les Grands Champs"	3107		France	Burgundy	Red wine
8130	Durello Spurmante Metodo Classico "Corte Roncolato"	1659		Italy	Veneto	Sparkling wine
2071	Marquis de Terme	1064		France	Bordeaux	Red wine
9318	Red Blend "The Work of Time"	3590		South Africa	Western Cape	Red wine
8445	Calon-Ségur	2621		France	Bordeaux	Red wine
1389	Cordet	757	Margaux	France	Bordeaux	Red wine
4190	Riesling Trocken GG "Am Schwarzen Herrgott"	532		Germany	Rheinhessen	White wine
10432	Liastos apo Romeiko	3951		Greece	Crete	Sweet wine
4203	Riesling -R- "Monzinger Halenberg"	1578		Germany	Nahe	White wine
10087	Scheurebe Trockenbeerenauslese "Nummer 4"	3448		Austria	Burgenland	Sweet wine
8887	Pinot Noir "Hawk Hill Vineyard"	2154		United States	California	Red wine
3708	Les Pagodes de Cos	1040		France	Bordeaux	Red wine
278	Pinot Noir "Grace"	133		United States	Oregon	Red wine
7847	Gigondas "Aux Lieux - Dits"	969		France	Rhone	Red wine
10122	Vintage Brut Nature 1er Cru "Cumiéres"	1279		France	Champagne	Sparkling wine
4592	Riesling "Hasensprung"	2075		Germany	Rheingau	White wine
3654	Aster	1714		Spain	Castilla y León	Red wine
9372	Chardonnay "1984"	3600		United States	Oregon	White wine
3973	Barbera D'Asti	1861		Italy	Piemonte	Red wine
7730	Barolo "Garretti"	3235		Italy	Piemonte	Red wine
9629	Santenay "Vieilles Vignes"	3662		France	Burgundy	Red wine
3309	Riesling Spätlese "Juffer Sonnenuhr"	469		Germany	Mosel	White wine
2840	Rosso "Contadino"	1397		Italy	Sicily	Red wine
6502	Chateau Mouton	2675		France	Bordeaux	Red wine
637	Gevrey-Chambertin 1er Cru "Au Closeau"	1339		France	Burgundy	Red wine
9338	Puligny-Montrachet "Les Nosroyes"	3593		France	Burgundy	White wine
5511	Chablis "La Pierrelée"	1166		France	Burgundy	White wine
7198	Bernateau	2929		France	Bordeaux	Red wine
9588	Crozes-Hermitage Blanc "Les Blanc des Baties"	3641		France	Rhone	White wine
5547	Pinot Noir "Decoy"	1717		United States	California	Red wine
10213	Chateauneuf-du-Pape Réservé Blanc	1238		France	Rhone	White wine
10374	Beaune 1er Cru "Les Bressandes"	1363		France	Burgundy	Red wine
10270	Malbec "Finca Coletto"	3908		Argentina	Mendoza	Red wine
1949	 Gewürztraminer "Cuvée Eliane"	1010		France	Alsace	White wine
8321	Brunello di Montalcino "Madonna delle Grazie"	1085		Italy	Tuscany	Red wine
9255	Priorat "Joan Giné"	3555		Spain	Catalonia	Red wine
8831	Meursault 1er Cru "Les Perrières"	452		France	Burgundy	White wine
7524	Riesling Spätlese "Graacher Himmelreich"	1286		Germany	Mosel	White wine
5085	Brut Selection	2230		France	Champagne	Sparkling wine
4125	Pinot Gris Grand Cru "Kirchberg de Ribeauvillé"	1748		France	Alsace	White wine
3093	Barolo Riserva "Vigna Rionda"	1498		Italy	Piemonte	Red wine
4426	Vintage "Cuvée Delan"	2021		France	Champagne	Sparkling wine
5164	Bourgneuf	246		France	Bordeaux	Red wine
10161	Riesling Trocken "Ungsteiner Herrenberg - Kalkmergel"	624		Germany	Pfalz	White wine
9069	Ruby Vintage Port "Petre"	1165		Portugal	Douro	Port
6153	Chambolle-Musigny 1er Cru "Les Gruenchers - Vieilles Vignes"	1958		France	Burgundy	Red wine
9606	Cerasuolo di Vittoria Classico	634		Italy	Sicily	Red wine
9459	Bourgogne Pinot Noir "Vieilles Vignes"	1201		France	Burgundy	Red wine
7619	Pinot Noir "Sta. Rita Hills"	3029		United States	California	Red wine
7853	Syrah "La Serenne"	1815		United States	Washington	Red wine
7768	Riesling Auslese "Ölberg"	2047		Germany	Rheinhessen	White wine
2138	Les Hauts du Tertre	1074		France	Bordeaux	Red wine
3506	Cabernet Sauvignon "Estate"	1190		United States	California	Red wine
5360	Rosso "Campo di Magnacosta"	2322		Italy	Tuscany	Red wine
7931	Chateauneuf-du-Pape "La Paillousse"	3158		France	Rhone	Red wine
8752	Vintage Blanc de Blancs "La Chapelle du Clos"	3389		France	Champagne	Sparkling wine
9535	Smith Haut Lafitte Blanc	485		France	Bordeaux	White wine
3080	Quinault l'Enclos	1493		France	Bordeaux	Red wine
76	Vosné-Romanée Les Beaux Monts	11		France	Burgundy	Red wine
8971	Pinot Noir "Unique"	3453		Switzerland	Graubunden	Red wine
5468	Vintage Blanc de Blancs Grand Cru "Cuvée Spéciale - Les Chétillons"	425		France	Champagne	Sparkling wine
